MODEL_JAP_13_14;Nakajima J9Y Kikka;Nakajima J9Y Kikka;Nakajima J9Y Kikka;Nakajima J9Y Kikka;Nakajima J9Y Kikka;Nakajima J9Y Kikka;Nakajima J9Y Kikka;Nakajima J9Y Kikka;;;X
MODEL_JAP_32_0;Mitsubishi J8M3 Shusui;Mitsubishi J8M3 Shusui;Mitsubishi J8M3 Shusui;Mitsubishi J8M3 Shusui;Mitsubishi J8M3 Shusui;Mitsubishi J8M3 Shusui;Mitsubishi J8M3 Shusui;Mitsubishi J8M3 Shusui;;;X
MODEL_JAP_32_1;Mitsubishi Ki-202 Shusui Kai;Mitsubishi Ki-202 Shusui Kai;Mitsubishi Ki-202 Shusui Kai;Mitsubishi Ki-202 Shusui Kai;Mitsubishi Ki-202 Shusui Kai;Mitsubishi Ki-202 Shusui Kai;Mitsubishi Ki-202 Shusui Kai;Mitsubishi Ki-202 Shusui Kai;;;X
MODEL_JAP_14_2;Mitsubishi Ki-20;Mitsubishi Ki-20;Mitsubishi Ki-20;Mitsubishi Ki-20;Mitsubishi Ki-20;Mitsubishi Ki-20;Mitsubishi Ki-20;Mitsubishi Ki-20;;;X
MODEL_JAP_14_3;Nakajima G5N Shinzan;Nakajima G5N Shinzan;Nakajima G5N Shinzan;Nakajima G5N Shinzan;Nakajima G5N Shinzan;Nakajima G5N Shinzan;;Nakajima G5N Shinzan;;;X
MODEL_JAP_14_4;Nakajima G5N 'Liz';Nakajima G5N 'Liz';Nakajima G5N 'Liz';Nakajima G5N 'Liz';Nakajima G5N 'Liz';Nakajima G5N 'Liz';Nakajima G5N 'Liz';Nakajima G5N 'Liz';;;X
MODEL_JAP_14_5;Nakajima G8N 'Rita';Nakajima G8N 'Rita';Nakajima G8N 'Rita';Nakajima G8N 'Rita';Nakajima G8N 'Rita';Nakajima G8N 'Rita';Nakajima G8N 'Rita';Nakajima G8N 'Rita';;;X
MODEL_JAP_14_6;Nakajima G10N;Nakajima G10N;Nakajima G10N;Nakajima G10N;Nakajima G10N;Nakajima G10N;Nakajima G10N;Nakajima G10N;;;X
MODEL_JAP_15_3;Kawasaki Ka 87;Kawasaki Ka 87;Kawasaki Ka 87;Kawasaki Ka 87;Kawasaki Ka 87;Kawasaki Ka 87;Kawasaki Ka 87;Kawasaki Ka 87;;;X
MODEL_JAP_15_4;Mitsubishi Ki-21 'Sally';Mitsubishi Ki-21 'Sally';Mitsubishi Ki-21 'Sally';Mitsubishi Ki-21 'Sally';Mitsubishi Ki-21 'Sally';Mitsubishi Ki-21 'Sally';Mitsubishi Ki-21 'Sally';Mitsubishi Ki-21 'Sally';;;X
MODEL_JAP_15_5;Kawasaki Ki-48 'Lily';Kawasaki Ki-48 'Lily';Kawasaki Ki-48 'Lily';Kawasaki Ki-48 'Lily';Kawasaki Ki-48 'Lily';Kawasaki Ki-48 'Lily';Kawasaki Ki-48 'Lily';Kawasaki Ki-48 'Lily';;;X
MODEL_JAP_15_6;Kawasaki Ki-48-II 'Lily';Kawasaki Ki-48-II 'Lily';Kawasaki Ki-48-II 'Lily';Kawasaki Ki-48-II 'Lily';Kawasaki Ki-48-II 'Lily';Kawasaki Ki-48-II 'Lily';Kawasaki Ki-48-II 'Lily';Kawasaki Ki-48-II 'Lily';;;X
MODEL_JAP_15_7;Nakajima Ki-49 'Helen';Nakajima Ki-49 'Helen';Nakajima Ki-49 'Helen';Nakajima Ki-49 'Helen';Nakajima Ki-49 'Helen';Nakajima Ki-49 'Helen';Nakajima Ki-49 'Helen';Nakajima Ki-49 'Helen';;;X
MODEL_JAP_15_8;Mitsubishi Ki-67 'Peggy';Mitsubishi Ki-67 'Peggy';Mitsubishi Ki-67 'Peggy';Mitsubishi Ki-67 'Peggy';Mitsubishi Ki-67 'Peggy';Mitsubishi Ki-67 'Peggy';Mitsubishi Ki-67 'Peggy';Mitsubishi Ki-67 'Peggy';;;X
MODEL_JAP_15_9;Nakajima J9Y2 Kikkai Kai;Nakajima J9Y2 Kikkai Kai;Nakajima J9Y2 Kikkai Kai;Nakajima J9Y2 Kikkai Kai;Nakajima J9Y2 Kikkai Kai;Nakajima J9Y2 Kikkai Kai;Nakajima J9Y2 Kikkai Kai;Nakajima J9Y2 Kikkai Kai;;;X
MODEL_JAP_15_12;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;;;X
MODEL_JAP_16_2;Mitsubishi G3M 'Nell';Mitsubishi G3M 'Nell';Mitsubishi G3M 'Nell';Mitsubishi G3M 'Nell';Mitsubishi G3M 'Nell';Mitsubishi G3M 'Nell';Mitsubishi G3M 'Nell';Mitsubishi G3M 'Nell';;;X
MODEL_JAP_16_3;Mitsubishi G4M 'Betty';Mitsubishi G4M 'Betty';Mitsubishi G4M 'Betty';Mitsubishi G4M 'Betty';Mitsubishi G4M 'Betty';Mitsubishi G4M 'Betty';Mitsubishi G4M 'Betty';Mitsubishi G4M 'Betty';;;X
MODEL_JAP_16_4;Kawanishi H8K 'Emily';Kawanishi H8K 'Emily';Kawanishi H8K 'Emily';Kawanishi H8K 'Emily';Kawanishi H8K 'Emily';Kawanishi H8K 'Emily';Kawanishi H8K 'Emily';Kawanishi H8K 'Emily';;;X
MODEL_JAP_16_5;Kyushu Q1W Lorna;Kyushu Q1W Lorna;Kyushu Q1W Lorna;Kyushu Q1W Lorna;Kyushu Q1W Lorna;Kyushu Q1W Lorna;Kyushu Q1W Lorna;Kyushu Q1W Lorna;;;X
MODEL_JAP_16_6;Kawasaki P-2J;Kawasaki P-2J;Kawasaki P-2J;Kawasaki P-2J;Kawasaki P-2J;Kawasaki P-2J;Kawasaki P-2J;Kawasaki P-2J;;;X
MODEL_JAP_17_4;Mitsubishi Ki-30 'Ann';Mitsubishi Ki-30 'Ann';Mitsubishi Ki-30 'Ann';Mitsubishi Ki-30 'Ann';Mitsubishi Ki-30 'Ann';Mitsubishi Ki-30 'Ann';Mitsubishi Ki-30 'Ann';Mitsubishi Ki-30 'Ann';;;X
MODEL_JAP_17_5;Kawasaki Ki-32 'Mary';Kawasaki Ki-32 'Mary';Kawasaki Ki-32 'Mary';Kawasaki Ki-32 'Mary';Kawasaki Ki-32 'Mary';Kawasaki Ki-32 'Mary';Kawasaki Ki-32 'Mary';Kawasaki Ki-32 'Mary';;;X
MODEL_JAP_17_6;Yokosuka D4Y 'Judy';Yokosuka D4Y 'Judy';Yokosuka D4Y 'Judy';Yokosuka D4Y 'Judy';Yokosuka D4Y 'Judy';Yokosuka D4Y 'Judy';Yokosuka D4Y 'Judy';Yokosuka D4Y 'Judy';;;X
MODEL_JAP_17_7;Tachikawa Ki-74 'Patsy';Tachikawa Ki-74 'Patsy';Tachikawa Ki-74 'Patsy';Tachikawa Ki-74 'Patsy';Tachikawa Ki-74 'Patsy';Tachikawa Ki-74 'Patsy';Tachikawa Ki-74 'Patsy';Tachikawa Ki-74 'Patsy';;;X
MODEL_JAP_17_8;Kawasaki Ki-66;Kawasaki Ki-66;Kawasaki Ki-66;Kawasaki Ki-66;Kawasaki Ki-66;Kawasaki Ki-66;Kawasaki Ki-66;Kawasaki Ki-66;;;X
MODEL_JAP_18_1;Nakajima Ki-34 'Thora';Nakajima Ki-34 'Thora';Nakajima Ki-34 'Thora';Nakajima Ki-34 'Thora';Nakajima Ki-34 'Thora';Nakajima Ki-34 'Thora';Nakajima Ki-34 'Thora';Nakajima Ki-34 'Thora';;;X
MODEL_JAP_18_2;Tachikawa Ki-54 'Hickory';Tachikawa Ki-54 'Hickory';Tachikawa Ki-54 'Hickory';Tachikawa Ki-54 'Hickory';Tachikawa Ki-54 'Hickory';Tachikawa Ki-54 'Hickory';Tachikawa Ki-54 'Hickory';Tachikawa Ki-54 'Hickory';;;X
MODEL_JAP_18_3;Mitsubishi Ki-57 'Topsy';Mitsubishi Ki-57 'Topsy';Mitsubishi Ki-57 'Topsy';Mitsubishi Ki-57 'Topsy';Mitsubishi Ki-57 'Topsy';Mitsubishi Ki-57 'Topsy';Mitsubishi Ki-57 'Topsy';Mitsubishi Ki-57 'Topsy';;;X
MODEL_JAP_18_4;Mitsubishi G6M 'Betty';Mitsubishi G6M 'Betty';Mitsubishi G6M 'Betty';Mitsubishi G6M 'Betty';Mitsubishi G6M 'Betty';Mitsubishi G6M 'Betty';Mitsubishi G6M 'Betty';Mitsubishi G6M 'Betty';;;X
MODEL_JAP_18_5;Kawasaki C-1;Kawasaki C-1;Kawasaki C-1;Kawasaki C-1;Kawasaki C-1;Kawasaki C-1;Kawasaki C-1;Kawasaki C-1;;;X
BRIG_MODEL_JAP_14_0;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;;;X
BRIG_MODEL_JAP_14_1;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;;;X
BRIG_MODEL_JAP_14_2;D1A 'Susie'/B2M/A2N;D1A 'Susie'/B2M/A2N;D1A 'Susie'/B2M/A2N;D1A 'Susie'/B2M/A2N;D1A 'Susie'/B2M/A2N;D1A 'Susie'/B2M/A2N;D1A 'Susie'/B2M/A2N;D1A 'Susie'/B2M/A2N;;;X
BRIG_MODEL_JAP_14_3;B5M 'Mabel'/B4Y 'Jean'/A5M 'Claude';B5M 'Mabel'/B4Y 'Jean'/A5M 'Claude';B5M 'Mabel'/B4Y 'Jean'/A5M 'Claude';B5M 'Mabel'/B4Y 'Jean'/A5M 'Claude';B5M 'Mabel'/B4Y 'Jean'/A5M 'Claude';B5M 'Mabel'/B4Y 'Jean'/A5M 'Claude';B5M 'Mabel'/B4Y 'Jean'/A5M 'Claude';B5M 'Mabel'/B4Y 'Jean'/A5M 'Claude';;;X
BRIG_MODEL_JAP_14_4;D3A 'Val'/B5N 'Kate'/A6M2 'Zero';D3A 'Val'/B5N 'Kate'/A6M2 'Zero';D3A 'Val'/B5N 'Kate'/A6M2 'Zero';D3A 'Val'/B5N 'Kate'/A6M2 'Zero';D3A 'Val'/B5N 'Kate'/A6M2 'Zero';D3A 'Val'/B5N 'Kate'/A6M2 'Zero';D3A 'Val'/B5N 'Kate'/A6M2 'Zero';D3A 'Val'/B5N 'Kate'/A6M2 'Zero';;;X
BRIG_MODEL_JAP_14_5;D4Y 'Judy'/B6N 'Jill'/A6M5 'Zero';D4Y 'Judy'/B6N 'Jill'/A6M5 'Zero';D4Y 'Judy'/B6N 'Jill'/A6M5 'Zero';D4Y 'Judy'/B6N 'Jill'/A6M5 'Zero';D4Y 'Judy'/B6N 'Jill'/A6M5 'Zero';D4Y 'Judy'/B6N 'Jill'/A6M5 'Zero';D4Y 'Judy'/B6N 'Jill'/A6M5 'Zero';D4Y 'Judy'/B6N 'Jill'/A6M5 'Zero';;;X
BRIG_MODEL_JAP_14_6;D4Y 'Judy'/B6N 'Jill'/A7M 'Sam';D4Y 'Judy'/B6N 'Jill'/A7M 'Sam';D4Y 'Judy'/B6N 'Jill'/A7M 'Sam';D4Y 'Judy'/B6N 'Jill'/A7M 'Sam';D4Y 'Judy'/B6N 'Jill'/A7M 'Sam';D4Y 'Judy'/B6N 'Jill'/A7M 'Sam';D4Y 'Judy'/B6N 'Jill'/A7M 'Sam';D4Y 'Judy'/B6N 'Jill'/A7M 'Sam';;;X
BRIG_MODEL_JAP_14_7;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;;A7M2 Reppu / B7A2;;;X
BRIG_MODEL_JAP_14_8;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;;Ki-201 Karyu / Kikka;;;X
BRIG_MODEL_JAP_15_0;Kawasaki Ki-38;Kawasaki Ki-38;Kawasaki Ki-38;Kawasaki Ki-38;Kawasaki Ki-38;Kawasaki Ki-38;;Kawasaki Ki-38;;;X
BRIG_MODEL_JAP_15_1;Kawasaki Ki-45 'Nick';Kawasaki Ki-45 'Nick';Kawasaki Ki-45 'Nick';Kawasaki Ki-45 'Nick';Kawasaki Ki-45 'Nick';Kawasaki Ki-45 'Nick';Kawasaki Ki-45 'Nick';Kawasaki Ki-45 'Nick';;;X
BRIG_MODEL_JAP_15_2;Kawasaki Ki-102 'Randy';Kawasaki Ki-102 'Randy';Kawasaki Ki-102 'Randy';Kawasaki Ki-102 'Randy';Kawasaki Ki-102 'Randy';Kawasaki Ki-102 'Randy';Kawasaki Ki-102 'Randy';Kawasaki Ki-102 'Randy';;;X
BRIG_MODEL_JAP_15_3;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;;;X
BRIG_MODEL_JAP_15_4;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;;;X
BRIG_MODEL_JAP_15_5;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;;Nakajima Ki-201 Karyu;;;X
BRIG_MODEL_JAP_15_6;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;;Mitsubishi F-1;;;X
BRIG_MODEL_JAP_26_0;Mitsubishi F1M;Mitsubishi F1M;Mitsubishi F1M;Mitsubishi F1M;Mitsubishi F1M;Mitsubishi F1M;;Mitsubishi F1M;;;X
BRIG_MODEL_JAP_26_1;Aichi E13A;Aichi E13A;Aichi E13A;Aichi E13A;Aichi E13A;Aichi E13A;;Aichi E13A;;;X
BRIG_MODEL_JAP_26_2;A6M2-N;A6M2-N;A6M2-N;A6M2-N;A6M2-N;A6M2-N;;A6M2-N;;;X
BRIG_MODEL_JAP_26_3;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;;;X
BRIG_MODEL_JAP_26_4;Aichi E3A;Aichi E3A;Aichi E3A;Aichi E3A;Aichi E3A;Aichi E3A;Aichi E3A;Aichi E3A;;;X
BRIG_MODEL_JAP_26_5;Nakajima E4N;Nakajima E4N;Nakajima E4N;Nakajima E4N;Nakajima E4N;Nakajima E4N;Nakajima E4N;Nakajima E4N;;;X
BRIG_MODEL_JAP_26_6;Kawanishi E7K 'Alf';Kawanishi E7K 'Alf';Kawanishi E7K 'Alf';Kawanishi E7K 'Alf';Kawanishi E7K 'Alf';Kawanishi E7K 'Alf';Kawanishi E7K 'Alf';Kawanishi E7K 'Alf';;;X
BRIG_MODEL_JAP_26_7;Kawanishi E15K 'Norm';Kawanishi E15K 'Norm';Kawanishi E15K 'Norm';Kawanishi E15K 'Norm';Kawanishi E15K 'Norm';Kawanishi E15K 'Norm';Kawanishi E15K 'Norm';Kawanishi E15K 'Norm';;;X
MODEL_KAZ_12_0;Sikorsky S-XVI;Sikorsky S-XVI;Sikorsky S-XVI;Sikorsky S-XVI;Sikorsky S-XVI;Sikorsky S-XVI;;;;x;
MODEL_KAZ_12_1;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;;;X
MODEL_KAZ_12_3;Polikarpov I-1;Polikarpov I-1;Polikarpov I-1;Polikarpov I-1;Polikarpov I-1;Polikarpov I-1;Polikarpov I-1;Polikarpov I-1;;;X
MODEL_KAZ_12_4;Polikarpov I-5;Polikarpov I-5;Polikarpov I-5;Polikarpov I-5;Polikarpov I-5;Polikarpov I-5;Polikarpov I-5;Polikarpov I-5;;;X
MODEL_KAZ_12_5;Sukhoi Su-1;Sukhoi Su-1;Sukhoi Su-1;Sukhoi Su-1;Sukhoi Su-1;Sukhoi Su-1;Sukhoi Su-1;Sukhoi Su-1;;;X
MODEL_KAZ_12_6;Prokofiev-Seversky S-43 Ulan;Prokofiev-Seversky S-43 Ulan;Prokofiev-Seversky S-43 Ulan;Prokofiev-Seversky S-43 Ulan;Prokofiev-Seversky S-43 Ulan;Prokofiev-Seversky S-43 Ulan;Prokofiev-Seversky S-43 Ulan;Prokofiev-Seversky S-43 Ulan;;;X
MODEL_KAZ_12_7;Prokofiev-Seversky S-47 Udar molnii;Prokofiev-Seversky S-47 Udar molnii;Prokofiev-Seversky S-47 Udar molnii;Prokofiev-Seversky S-47 Udar molnii;Prokofiev-Seversky S-47 Udar molnii;Prokofiev-Seversky S-47 Udar molnii;Prokofiev-Seversky S-47 Udar molnii;Prokofiev-Seversky S-47 Udar molnii;;;X
MODEL_KAZ_12_8;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;;;X
MODEL_KAZ_12_9;Prokofiev-Seversky S-84 Tanderdzhet;Prokofiev-Seversky S-84 Tanderdzhet;Prokofiev-Seversky S-84 Tanderdzhet;Prokofiev-Seversky S-84 Tanderdzhet;Prokofiev-Seversky S-84 Tanderdzhet;Prokofiev-Seversky S-84 Tanderdzhet;Prokofiev-Seversky S-84 Tanderdzhet;Prokofiev-Seversky S-84 Tanderdzhet;;;X
MODEL_KAZ_12_10;Sukhoi Su-17;Sukhoi Su-17;Sukhoi Su-17;Sukhoi Su-17;Sukhoi Su-17;Sukhoi Su-17;Sukhoi Su-17;Sukhoi Su-17;;;X
MODEL_KAZ_12_11;Prokofiev-Seversky S-105 Tanderchif;Prokofiev-Seversky S-105 Tanderchif;Prokofiev-Seversky S-105 Tanderchif;Prokofiev-Seversky S-105 Tanderchif;Prokofiev-Seversky S-105 Tanderchif;Prokofiev-Seversky S-105 Tanderchif;Prokofiev-Seversky S-105 Tanderchif;Prokofiev-Seversky S-105 Tanderchif;;;X
MODEL_KAZ_13_0;Blériot XI;Blériot XI;Blériot XI;Blériot XI;Blériot XI;Blériot XI;;;;x;
MODEL_KAZ_13_1;Morane-Saulnier L;Morane-Saulnier L;Morane-Saulnier L;Morane-Saulnier L;Morane-Saulnier L;Morane-Saulnier L;;;;x;
MODEL_KAZ_13_2;Morane-Saulnier N;Morane-Saulnier N;Morane-Saulnier N;Morane-Saulnier N;Morane-Saulnier N;Morane-Saulnier N;Morane-Saulnier N;Morane-Saulnier N;;;X
MODEL_KAZ_13_3;Nieuport 17;Nieuport 17;Nieuport 17;Nieuport 17;Nieuport 17;Nieuport 17;;;;x;
MODEL_KAZ_13_4;SPAD S.XIII;SPAD S.XIII;SPAD S.XIII;SPAD S.XIII;SPAD S.XIII;SPAD S.XIII;;;;x;
MODEL_KAZ_13_5;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;;;X
MODEL_KAZ_13_6;Polikarpov I-15 Chaika;Polikarpov I-15 Chaika;Polikarpov I-15 Chaika;Polikarpov I-15 Chaika;Polikarpov I-15 Chaika;Polikarpov I-15 Chaika;Polikarpov I-15 Chaika;Polikarpov I-15 Chaika;;;X
MODEL_KAZ_13_7;Polikarpov I-16 Ishak;Polikarpov I-16 Ishak;Polikarpov I-16 Ishak;Polikarpov I-16 Ishak;Polikarpov I-16 Ishak;Polikarpov I-16 Ishak;Polikarpov I-16 Ishak;Polikarpov I-16 Ishak;;;X
MODEL_KAZ_13_8;Prokofiev-Seversky S-35;Prokofiev-Seversky S-35;Prokofiev-Seversky S-35;Prokofiev-Seversky S-35;Prokofiev-Seversky S-35;Prokofiev-Seversky S-35;Prokofiev-Seversky S-35;Prokofiev-Seversky S-35;;;X
MODEL_KAZ_13_9;Prokofiev-Seversky S-41;Prokofiev-Seversky S-41;Prokofiev-Seversky S-41;Prokofiev-Seversky S-41;Prokofiev-Seversky S-41;Prokofiev-Seversky S-41;Prokofiev-Seversky S-41;Prokofiev-Seversky S-41;;;X
MODEL_KAZ_13_10;Yakovlev Yak-9;Yakovlev Yak-9;Yakovlev Yak-9;Yakovlev Yak-9;Yakovlev Yak-9;Yakovlev Yak-9;Yakovlev Yak-9;Yakovlev Yak-9;;;X
MODEL_KAZ_13_11;Yakovlev Yak-15;Yakovlev Yak-15;Yakovlev Yak-15;Yakovlev Yak-15;Yakovlev Yak-15;Yakovlev Yak-15;Yakovlev Yak-15;Yakovlev Yak-15;;;X
MODEL_KAZ_13_12;Prokofiev-Seversky P-91 gromvatchikov;Prokofiev-Seversky P-91 gromvatchikov;Prokofiev-Seversky P-91 gromvatchikov;Prokofiev-Seversky P-91 gromvatchikov;Prokofiev-Seversky P-91 gromvatchikov;Prokofiev-Seversky P-91 gromvatchikov;Prokofiev-Seversky P-91 gromvatchikov;Prokofiev-Seversky P-91 gromvatchikov;;;X
MODEL_KAZ_13_14;Yakovlev Yak-23;Yakovlev Yak-23;Yakovlev Yak-23;Yakovlev Yak-23;Yakovlev Yak-23;Yakovlev Yak-23;Yakovlev Yak-23;Yakovlev Yak-23;;;X
MODEL_KAZ_13_15;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;Sukhoi Su-9;;;X
MODEL_KAZ_14_0;Sikorsky Ilya Muromets;Sikorsky Ilya Muromets;Sikorsky Ilya Muromets;Sikorsky Ilya Muromets;Sikorsky Ilya Muromets;Sikorsky Ilya Muromets;;;X;;
MODEL_KAZ_14_1;Sikorsky Alexander Nevsky;Sikorsky Alexander Nevsky;Sikorsky Alexander Nevsky;Sikorsky Alexander Nevsky;Sikorsky Alexander Nevsky;Sikorsky Alexander Nevsky;Sikorsky Alexander Nevsky;Sikorsky Alexander Nevsky;;;X
MODEL_KAZ_14_2;Polikarpov TB-2;Polikarpov TB-2;Polikarpov TB-2;Polikarpov TB-2;Polikarpov TB-2;Polikarpov TB-2;Polikarpov TB-2;Polikarpov TB-2;;;X
MODEL_KAZ_14_3;Tupolev TB-6;Tupolev TB-6;Tupolev TB-6;Tupolev TB-6;Tupolev TB-6;Tupolev TB-6;Tupolev TB-6;Tupolev TB-6;;;X
MODEL_KAZ_14_4;Ermolaev Er-2;Ermolaev Er-2;Ermolaev Er-2;Ermolaev Er-2;Ermolaev Er-2;Ermolaev Er-2;Ermolaev Er-2;Ermolaev Er-2;;;X
MODEL_KAZ_14_5;Tupolev Tu-4;Tupolev Tu-4;Tupolev Tu-4;Tupolev Tu-4;Tupolev Tu-4;Tupolev Tu-4;Tupolev Tu-4;Tupolev Tu-4;;;X
MODEL_KAZ_14_7;Tupolev Tu-16;Tupolev Tu-16;Tupolev Tu-16;Tupolev Tu-16;Tupolev Tu-16;Tupolev Tu-16;Tupolev Tu-16;Tupolev Tu-16;;;X
MODEL_KAZ_14_8;Tupolev Tu-95;Tupolev Tu-95;Tupolev Tu-95;Tupolev Tu-95;Tupolev Tu-95;Tupolev Tu-95;Tupolev Tu-95;Tupolev Tu-95;;;X
MODEL_KAZ_15_0;Farman MF.7;Farman MF.7;Farman MF.7;Farman MF.7;Farman MF.7;Farman MF.7;Farman MF.7;Farman MF.7;;;X
MODEL_KAZ_15_1;Caudron G.4;Caudron G.4;Caudron G.4;Caudron G.4;Caudron G.4;Caudron G.4;Caudron G.4;Caudron G.4;;;X
MODEL_KAZ_15_3;Tupolev TB-1;Tupolev TB-1;Tupolev TB-1;Tupolev TB-1;Tupolev TB-1;Tupolev TB-1;Tupolev TB-1;Tupolev TB-1;;;X
MODEL_KAZ_15_5;Tupolev SB Katyusha;Tupolev SB Katyusha;Tupolev SB Katyusha;Tupolev SB Katyusha;Tupolev SB Katyusha;Tupolev SB Katyusha;Tupolev SB Katyusha;Tupolev SB Katyusha;;;X
MODEL_KAZ_15_8;Polikarpov NB;Polikarpov NB;Polikarpov NB;Polikarpov NB;Polikarpov NB;Polikarpov NB;Polikarpov NB;Polikarpov NB;;;X
MODEL_KAZ_15_9;Tupolev Tu-12;Tupolev Tu-12;Tupolev Tu-12;Tupolev Tu-12;Tupolev Tu-12;Tupolev Tu-12;Tupolev Tu-12;Tupolev Tu-12;;;X
MODEL_KAZ_15_10;Tupolev Tu-82;Tupolev Tu-82;Tupolev Tu-82;Tupolev Tu-82;Tupolev Tu-82;Tupolev Tu-82;Tupolev Tu-82;Tupolev Tu-82;;;X
MODEL_KAZ_16_0;Grigorovich M-9;Grigorovich M-9;Grigorovich M-9;Grigorovich M-9;Grigorovich M-9;Grigorovich M-9;Grigorovich M-9;Grigorovich M-9;;;X
MODEL_KAZ_16_1;Sikorsky S-XXXVIII;Sikorsky S-XXXVIII;Sikorsky S-XXXVIII;Sikorsky S-XXXVIII;Sikorsky S-XXXVIII;Sikorsky S-XXXVIII;Sikorsky S-XXXVIII;Sikorsky S-XXXVIII;;;X
MODEL_KAZ_16_2;Sikorsky S-XLII;Sikorsky S-XLII;Sikorsky S-XLII;Sikorsky S-XLII;Sikorsky S-XLII;Sikorsky S-XLII;Sikorsky S-XLII;Sikorsky S-XLII;;;X
MODEL_KAZ_16_3;Sikorsky VS-44;Sikorsky VS-44;Sikorsky VS-44;Sikorsky VS-44;Sikorsky VS-44;Sikorsky VS-44;Sikorsky VS-44;Sikorsky VS-44;;;X
MODEL_KAZ_16_4;Tupolev Tu-2T;Tupolev Tu-2T;Tupolev Tu-2T;Tupolev Tu-2T;Tupolev Tu-2T;Tupolev Tu-2T;Tupolev Tu-2T;Tupolev Tu-2T;;;X
MODEL_KAZ_17_0;Sikorsky S.XIX Dvukhvostka;Sikorsky S.XIX Dvukhvostka;Sikorsky S.XIX Dvukhvostka;Sikorsky S.XIX Dvukhvostka;Sikorsky S.XIX Dvukhvostka;Sikorsky S.XIX Dvukhvostka;Sikorsky S.XIX Dvukhvostka;Sikorsky S.XIX Dvukhvostka;;;X
MODEL_KAZ_17_2;Polikarpov R-2;Polikarpov R-2;Polikarpov R-2;Polikarpov R-2;Polikarpov R-2;Polikarpov R-2;Polikarpov R-2;Polikarpov R-2;;;X
MODEL_KAZ_17_3;Polikarpov R-5;Polikarpov R-5;Polikarpov R-5;Polikarpov R-5;Polikarpov R-5;Polikarpov R-5;Polikarpov R-5;Polikarpov R-5;;;X
MODEL_KAZ_17_4;TsKB TSh-1;TsKB TSh-1;TsKB TSh-1;TsKB TSh-1;TsKB TSh-1;TsKB TSh-1;TsKB TSh-1;TsKB TSh-1;;;X
MODEL_KAZ_17_5;Prokofiev-Seversky IB-84 Tanderstrik;Prokofiev-Seversky IB-84 Tanderstrik;Prokofiev-Seversky IB-84 Tanderstrik;Prokofiev-Seversky IB-84 Tanderstrik;Prokofiev-Seversky IB-84 Tanderstrik;Prokofiev-Seversky IB-84 Tanderstrik;Prokofiev-Seversky IB-84 Tanderstrik;Prokofiev-Seversky IB-84 Tanderstrik;;;X
MODEL_KAZ_17_6;Arkhangelsky Ar-2;Arkhangelsky Ar-2;Arkhangelsky Ar-2;Arkhangelsky Ar-2;Arkhangelsky Ar-2;Arkhangelsky Ar-2;Arkhangelsky Ar-2;Arkhangelsky Ar-2;;;X
MODEL_KAZ_17_7;Tomashevich LShBD Pegas;Tomashevich LShBD Pegas;Tomashevich LShBD Pegas;Tomashevich LShBD Pegas;Tomashevich LShBD Pegas;Tomashevich LShBD Pegas;Tomashevich LShBD Pegas;Tomashevich LShBD Pegas;;;X
