CSX;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
505001;Minister of Armament;Gao Gang;1949;1970;1999;ST;Planned Economy Proponent;High;MGao_Gang;X
505002;Head of State;Li Zizhou;1936;1954;1999;LE;Die-hard Reformer;High;MLi_Zizhou;X
505003;Foreign Minister;Li Zizhou;1936;1954;1999;LE;Ideological Crusader;High;MLi_Zizhou;X
505004;Head of Military Intelligence;Li Zizhou;1936;1954;1999;LE;Political Specialist;High;MLi_Zizhou;X
505005;Head of State;Yang Hucheng;1936;1963;1999;LWR;Die-hard Reformer;High;L50340;X
505006;Foreign Minister;Yang Hucheng;1936;1953;1999;LWR;The Cloak N Dagger Schemer;High;L50340;X
505007;Chief of Army;Yang Hucheng;1936;1958;1999;LWR;Doctrine of Autonomy;High;L50340;X
505008;Head of State;Ma Mingfang;1954;1970;1999;LWR;Die-hard Reformer;High;MMa_Mingfang;X
505009;Minister of Security;Ma Mingfang;1949;1970;1999;LWR;Man of the People;High;MMa_Mingfang;X
505010;Head of State;Ru Yuli;1936;1970;1999;SD;Weary Stiffneck;High;MRu_Yuli;X
505011;Head of State;Xue Dubi;1946;1970;1999;ML;Benevolent Gentleman;High;MXue_Dubi;X
505012;Minister of Security;Xue Dubi;1936;1970;1999;ML;Silent Lawyer;High;MXue_Dubi;X
505013;Head of State;Feng Yuxiang;1936;1952;1990;PA;Barking Buffoon;High;LFeng_Yuxiang;X
505014;Chief of Army;Feng Yuxiang;1936;1947;1990;PA;Elastic Defence Doctrine;High;LFeng_Yuxiang;X
505015;Head of Government;Cheng Zihua;1954;1970;1999;ST;Reformist Soldierhog;High;LCheng_Zihua;X
505016;Minister of Armament;Cheng Zihua;1949;1970;1999;ST;Industrialiser;High;LCheng_Zihua;X
505017;Head of Government;Wei Yechou;1936;1954;1999;LWR;Happy Amateur;High;MWei_Yechou;X
505018;Minister of Security;Wei Yechou;1936;1954;1999;LWR;Media Magnate;High;MWei_Yechou;X
505019;Head of Government;Bo Yibo;1954;1970;1999;LWR;Silent Workhorse;High;MBo_Yibo;X
505020;Minister of Armament;Bo Yibo;1949;1970;1999;LWR;Planned Economy Proponent;High;MBo_Yibo;X
505021;Head of Military Intelligence;Bo Yibo;1947;1970;1999;LWR;Political Specialist;High;MBo_Yibo;X
505022;Head of Government;Xi Zhongxun;1959;1970;1999;LWR;Pragmatic Statesman;High;MXi_Zhongxun;X
505023;Head of Government;Liu Zhizhou;1936;1963;1999;SD;Silent Workhorse;High;MLiu_Zhizhou;X
505024;Foreign Minister;Liu Zhizhou;1930;1963;1999;SD;Ideological Crusader;High;MLiu_Zhizhou;X
505025;Head of Government;Dang Qingfan;1936;1965;1999;SD;Naive Optimist;High;MDang_Qingfan;X
505026;Head of Government;Lu Zhonglin;1936;1959;1999;SC;Old General;High;Lu Zhonglin1926;X
505027;Foreign Minister;Lu Zhonglin;1936;1959;1999;SC;General Staffer;High;Lu Zhonglin1926;X
505028;Chief of Staff;Lu Zhonglin;1936;1954;1999;SC;School of Fire Support;High;Lu Zhonglin1926;X
505029;Chief of Army;Lu Zhonglin;1936;1954;1999;SC;Decisive Battle Doctrine;High;Lu Zhonglin1926;X
505030;Head of Government;Hu Boyue;1946;1970;1999;SC;Happy Amateur;High;MHu_Boyue;X
505031;Minister of Security;Hu Boyue;1937;1970;1999;SC;Silent Lawyer;High;MHu_Boyue;X
505032;Head of Government;Jia Jingde;1926;1954;1999;PA;Silent Workhorse;High;MJia_Jingde;X
505033;Head of Government;Kong Xiangxi;1944;1966;1999;PA;Corporate Suit;High;kaiserHHKung;X
505034;Minister of Armament;Kong Xiangxi;1930;1955;1999;PA;Bank President;High;kaiserHHKung;X
505035;Head of Military Intelligence;Kong Xiangxi;1928;1955;1999;PA;Industrial Specialist;High;kaiserHHKung;X
505036;Foreign Minister;Hao Deqing;1949;1970;1999;ST;Iron Fisted Brute;High;MHao_Deqing;X
505037;Foreign Minister;Wang Youping;1952;1970;1999;ST;Ideological Crusader;High;MWang_Youping;X
505038;Foreign Minister;Bian Zhangwu;1936;1954;1999;LWR;Great Compromiser;High;LBian_Zhangwu;X
505039;Head of Military Intelligence;Bian Zhangwu;1931;1954;1999;LWR;Logistics Specialist;High;LBian_Zhangwu;X
505040;Foreign Minister;Ji Chaoding;1948;1963;1999;LWR;Great Compromiser;High;MJi_Chaoding;X
505041;Minister of Armament;Ji Chaoding;1948;1963;1999;LWR;Administrative Genius;High;MJi_Chaoding;X
505042;Foreign Minister;Zhang Desheng;1949;1965;1999;LWR;Ideological Crusader;High;MZhang_Desheng;X
505043;Foreign Minister;Zhou Beifeng;1936;1970;1999;LWR;Biased Intellectual;High;MZhou_Beifeng;X
505044;Minister of Security;Zhou Beifeng;1936;1970;1999;LWR;Silent Lawyer;High;MZhou_Beifeng;X
505045;Foreign Minister;Pan Zili;1940;1970;1999;LWR;The Cloak N Dagger Schemer;High;MPan_Zili;X
505046;Foreign Minister;Huang Zhen;1950;1970;1999;LWR;Apologetic Clerk;High;MHuang_Zhen;X
505047;Foreign Minister;Ji Pengfei;1955;1970;1999;LWR;Great Compromiser;High;MJi_Pengfei;X
505048;Minister of Security;Ji Pengfei;1940;1970;1999;LWR;Health and Safety;High;MJi_Pengfei;X
505049;Foreign Minister;Xu Fanting;1936;1948;1999;SD;General Staffer;High;LXu_Fanting;X
505050;Foreign Minister;Guo Zengkai;1945;1970;1999;SD;The Cloak N Dagger Schemer;High;MGuo_Zengkai;X
505051;Head of Military Intelligence;Guo Zengkai;1941;1970;1999;SD;Dismal Enigma;High;MGuo_Zengkai;X
505052;Foreign Minister;Fu Hao;1955;1970;1999;SD;Great Compromiser;High;MFu_Hao;X
505053;Foreign Minister;Zhao Shouyu;1932;1960;1999;SL;Great Compromiser;High;MZhao_Shouyu;X
505054;Minister of Armament;Zhao Shouyu;1932;1960;1999;SL;Mixed Economy;High;MZhao_Shouyu;X
505055;Foreign Minister;Yu Xinqing;1939;1966;1999;SL;Ideological Crusader;High;MYu_Xinqing;X
505056;Head of Military Intelligence;Yu Xinqing;1936;1966;1999;SL;Political Specialist;High;MYu_Xinqing;X
505057;Foreign Minister;Ge Dingyuan;1942;1970;1999;SL;Biased Intellectual;High;MGe_Dingyuan;X
505058;Minister of Security;Ge Dingyuan;1936;1970;1999;SL;Silent Lawyer;High;MGe_Dingyuan;X
505059;Foreign Minister;Xiao Zhenying;1936;1947;1999;ML;General Staffer;High;MXiao_Zhenying;X
505060;Minister of Armament;Xiao Zhenying;1936;1947;1999;ML;Laissez-Faire Capitalist;High;MXiao_Zhenying;X
505061;Foreign Minister;Liang Shangdong;1936;1957;1999;PA;Apologetic Clerk;High;MLiang_Shangdong;X
505062;Minister of Armament;Liang Shangdong;1936;1957;1999;PA;Industrialiser;High;MLiang_Shangdong;X
505063;Foreign Minister;Wang Tingzhang;1930;1944;1999;FA;The Cloak N Dagger Schemer;High;Wang Tingzhang;X
505064;Minister of Armament;Nan Hanchen;1940;1967;1999;LE;Bank President;High;MNan_Hanchen;X
505065;Head of Military Intelligence;Nan Hanchen;1936;1967;1999;LE;Industrial Specialist;High;MNan_Hanchen;X
505066;Minister of Armament;Kong Xiangzhen;1946;1967;1999;LE;Construction Magnate;High;MKong_Xiangzhen;X
505067;Head of Military Intelligence;Kong Xiangzhen;1946;1967;1999;LE;Technical Specialist;High;MKong_Xiangzhen;X
505068;Minister of Armament;Ji Hongchang;1936;1960;1999;LWR;Reformer;High;Ji Hongchang1926;X
505069;Minister of Armament;Han Wangchen;1936;1963;1999;LWR;Industrialiser;High;MHan_Wangchen;X
505070;Minister of Armament;Dou Yinsan;1936;1970;1999;LWR;Mixed Economy;High;MDou_Yinsan;X
505071;Minister of Armament;Sun Yi;1944;1970;1999;LWR;Infantry Proponent;High;LSun_Yi;X
505072;Head of Military Intelligence;Sun Yi;1938;1970;1999;LWR;Logistics Specialist;High;LSun_Yi;X
505073;Minister of Armament;Wang Dacheng;1949;1970;1999;LWR;Mixed Economy;High;MWang_Dacheng;X
505074;Minister of Armament;Pei Lisheng;1949;1970;1999;LWR;Theoretical Scientist;High;MPei_Lisheng;X
505075;Minister of Armament;Wu Guangtang;1949;1970;1999;LWR;Balanced Budget Economy;High;MWu_Guangtang;X
505076;Minister of Armament;Jia Tuofu;1952;1970;1999;LWR;Administrative Genius;High;MJia_Tuofu;X
505077;Head of Military Intelligence;Jia Tuofu;1947;1970;1999;LWR;Industrial Specialist;High;MJia_Tuofu;X
505078;Minister of Armament;Qiao Qiming;1943;1970;1999;SD;Mixed Economy;High;MQiao_Qiming;X
505079;Minister of Armament;Qu Shen;1949;1970;1999;SD;Infantry Proponent;High;LQu_Shen;X
505080;Minister of Armament;Dong Linzhe;1949;1970;1999;SD;Resource Industrialist;High;MDong_Linzhe;X
505081;Minister of Armament;Hu Jingyuan;1952;1970;1999;SD;Bank President;High;MHu_Jingyuan;X
505082;Minister of Armament;Yue Jieheng;1948;1964;1999;SL;Theoretical Scientist;High;MYue_Jieheng;X
505083;Minister of Armament;Wen Shouquan;1936;1950;1999;ML;Military Entrepreneur;High;LWen_Shouquan;X
505084;Head of Military Intelligence;Wen Shouquan;1936;1945;1999;ML;Logistics Specialist;High;LWen_Shouquan;X
505085;Minister of Armament;Huang Weigang;1928;1952;1999;ML;Infantry Proponent;High;LHuang_Weigang;X
505086;Minister of Armament;Wang Mengling;1928;1953;1999;ML;Administrative Genius;High;MWang_Mengling;X
505087;Minister of Armament;Fu Huating;1936;1954;1999;ML;Mixed Economy;High;MFu_Huating;X
505088;Minister of Armament;Wang Luxun;1936;1960;1999;ML;Construction Magnate;High;MWang_Luxun;X
505089;Minister of Armament;Zhang Honglie;1936;1956;1999;SC;Theoretical Scientist;High;MZhang_Honglie;X
505090;Minister of Armament;Guo Zhihan;1936;1957;1999;SC;Military Entrepreneur;High;MGuo_Zhihan;X
505091;Minister of Armament;Zhang Yueting;1936;1959;1999;SC;Infantry Proponent;High;LZhang_Yueting;X
505092;Head of Military Intelligence;Zhang Yueting;1936;1959;1999;SC;Logistics Specialist;High;LZhang_Yueting;X
505093;Minister of Armament;Liu Baolian;1936;1960;1999;SC;Resource Industrialist;High;MLiu_Baolian;X
505094;Minister of Armament;Peng Shihong;1943;1970;1999;SC;Industrialiser;High;unknown;X
505095;Minister of Armament;Yang Daqian;1948;1970;1999;SC;Laissez-Faire Capitalist;High;MYang_Daqian;X
505096;Minister of Armament;Tang Yangdu;1936;1958;1999;FA;Construction Magnate;High;MTang_Yangdu;X
505097;Minister of Security;Tang Yangdu;1936;1958;1999;FA;Efficient Sociopath;High;MTang_Yangdu;X
505098;Minister of Security;Li Xuefeng;1947;1970;1999;LE;Efficient Sociopath;High;MLi_Xuefeng;X
505099;Minister of Security;Ma Xiwu;1936;1962;1999;LWR;Compassionate Gentleman;High;MMa_Xiwu;X
505100;Minister of Security;Yan Youwen;1949;1962;1999;LWR;Media Magnate;High;MYan_Youwen;X
505101;Head of Military Intelligence;Yan Youwen;1947;1962;1999;LWR;Dismal Enigma;High;MYan_Youwen;X
505102;Minister of Security;Li Yuang;1942;1970;1999;LWR;Crime Fighter;High;MLi_Yuang;X
505103;Minister of Security;Jiang Longji;1949;1970;1999;LWR;Man of the People;High;MJiang_Longji;X
505104;Minister of Security;Gao Kelin;1949;1970;1999;LWR;Crime Fighter;High;MGao_Kelin;X
505105;Minister of Security;Wu Xinyu;1949;1970;1999;LWR;Silent Lawyer;High;MWu_Xinyu;X
505106;Minister of Security;Cheng Bairen;1943;1958;1999;SD;Media Magnate;High;MCheng_Bairen;X
505107;Minister of Security;Deng Baoshan;1936;1968;1999;SD;Man of the People;High;L50285;X
505108;Minister of Security;Xue Daowu;1936;1970;1999;SD;Health and Safety;High;MXue_Daowu;X
505109;Minister of Security;Chen Jianchen;1949;1970;1999;SD;Compassionate Gentleman;High;MChen_Jianchen;X
505110;Minister of Security;Li Mingzhong;1936;1949;1999;SL;Man of the People;High;MLi_Mingzhong;X
505111;Minister of Security;An Wenqin;1936;1952;1999;SL;Crime Fighter;High;MAn_Wenqin;X
505112;Minister of Security;Ji Gongquan;1936;1959;1999;SL;Silent Lawyer;High;MJi_Gongquan;X
505113;Minister of Security;Tang Hao;1940;1959;1999;SL;Health and Safety;High;MTang_Hao;X
505114;Minister of Security;Li Dequan;1945;1970;1999;SL;Man of the People;High;MLi_Dequan;X
505115;Minister of Security;Shen Shiyuan;1936;1952;1999;ML;Media Magnate;High;MShen_Shiyuan;X
505116;Minister of Security;He Qigong;1936;1955;1999;ML;Compassionate Gentleman;High;MHe_Qigong;X
505117;Minister of Security;Chen Guyuan;1947;1970;1999;ML;Silent Lawyer;High;MChen_Guyuan;X
505118;Minister of Security;Wang Yongbin;1934;1944;1999;SC;Silent Lawyer;High;MWang_Yongbin;X
505119;Minister of Security;Zhang Bi;1932;1948;1999;SC;Back Stabber;High;MZhang_Bi;X
505120;Minister of Security;Huang Tong;1936;1952;1999;SC;Compassionate Gentleman;High;MHuang_Tong;X
505121;Minister of Security;Nan Guixin;1928;1954;1999;SC;Crime Fighter;High;MNan_Guixin;X
505122;Minister of Security;Sun Weidong;1947;1969;1999;SC;Crime Fighter;High;MSun_Weidong;X
505123;Minister of Security;Wang Huaiming;1946;1970;1999;SC;Silent Lawyer;High;MWang_Huaiming;X
505124;Minister of Security;Zhou Xuechang;1939;1952;1999;PA;Prince of Terror;High;MZhou_Xuechang;X
505125;Minister of Security;Han Junjie;1938;1970;1999;PA;Secret Police Chief;High;MHan_Junjie;X
505126;Minister of Security;Cheng Fugang;1948;1970;1999;PA;Efficient Sociopath;High;MCheng_Fugang;X
505127;Minister of Security;Ma Hansan;1948;1970;1999;PA;Secret Police Chief;High;MMa_Hansan;X
505128;Minister of Security;Zhao Daiwen;1929;1943;1999;FA;Compassionate Gentleman;High;MZhao_Daiwen;X
505129;Head of Military Intelligence;An Ziwen;1947;1970;1999;LE;Counterintelligence Specialist;High;MAn_Ziwen;X
505130;Head of Military Intelligence;Cui Tianmin;1948;1970;1999;LE;Industrial Specialist;High;L76433;X
505131;Head of Military Intelligence;Wang Shiying;1942;1968;1999;LWR;Counterintelligence Specialist;High;MWang_Shiying;X
505132;Head of Military Intelligence;Song Qiyun;1936;1970;1999;LWR;Political Specialist;High;MSong_Qiyun;X
505133;Head of Military Intelligence;Yan Kuiyao;1952;1970;1999;LWR;Logistics Specialist;High;L76564;X
505134;Head of Military Intelligence;Ma Wenwei;1949;1970;1999;SL;Industrial Specialist;High;MMa_Wenwei;X
505135;Head of Military Intelligence;Zhang Liancui;1936;1952;1999;SC;Industrial Specialist;High;MZhang_Liancui;X
505136;Head of Military Intelligence;Qiao Jiacai;1948;1970;1999;PA;Dismal Enigma;High;MQiao_Jiacai;X
505137;Head of Military Intelligence;Ma Zhichao;1936;1970;1999;FA;Dismal Enigma;High;LMa_Zhichao;X
505138;Head of Military Intelligence;Guo Zijun;1948;1970;1999;FA;Political Specialist;High;MGuo_Zijun;X
505139;Chief of Staff;Shi Kexuan;1936;1955;1999;LWR;School of Psychology;High;LShi_Kexuan;X
505140;Chief of Staff;Xu Quanzhong;1943;1959;1999;LWR;School of Manoeuvre;High;LXu_Quanzhong;X
505141;Head of Military Intelligence;Xu Quanzhong;1936;1959;1999;LWR;Logistics Specialist;High;LXu_Quanzhong;X
505142;Chief of Staff;Zhang Kexia;1942;1965;1999;LWR;School of Psychology;High;Zhang Kexia1926;X
505143;Chief of Staff;Li Da;1948;1970;1999;LWR;School of Mass Combat;High;L76383;X
505144;Chief of Staff;Su Jin;1949;1970;1999;LWR;School of Fire Support;High;LSu_Jin;X
505145;Chief of Staff;He Jinnian;1950;1970;1999;LWR;School of Manoeuvre;High;LHe_Jinnian;X
505146;Chief of Staff;Kong Congzhou;1950;1970;1999;LWR;School of Fire Support;High;L50157;X
505147;Chief of Army;Kong Congzhou;1950;1970;1999;LWR;Innovative Artillery Officer;High;L50157;X
505148;Chief of Staff;Li Maozhi;1961;1970;1999;LWR;Strategic Missile Focus;High;LLi_Maozhi;X
505149;Chief of Staff;Han Liancheng;1942;1970;1999;SD;School of Manoeuvre;High;L50088;X
505150;Head of Military Intelligence;Han Liancheng;1938;1970;1999;SD;Logistics Specialist;High;L50088;X
505151;Chief of Staff;Tong Linge;1937;1957;1999;SL;School of Psychology;High;L50301;X
505152;Chief of Staff;Li Xingzhong;1936;1960;1999;SL;School of Fire Support;High;LLi_Xingzhong;X
505153;Chief of Staff;Lu Chongyi;1945;1968;1999;ML;School of Mass Combat;High;LLu_Chongyi;X
505154;Chief of Staff;Wu Xiqi;1948;1970;1999;ML;School of Psychology;High;LWu_Xiqi;X
505155;Chief of Staff;Liu Ji;1936;1957;1999;SC;School of Mass Combat;High;LLiu_Ji;X
505156;Chief of Staff;Ye Qijie;1943;1960;1999;SC;School of Manoeuvre;High;LYe_Qijie;X
505157;Chief of Staff;Cao Haosen;1936;1952;1999;PA;School of Psychology;High;Cao Haosen1926;X
505158;Chief of Staff;Li Shuchun;1936;1955;1999;PA;School of Psychology;High;Li Shuchun;X
505159;Chief of Staff;Xiong Bin;1938;1959;1999;PA;School of Defence;High;LXiong_Bin;X
505160;Chief of Air Force;Xiong Bin;1928;1959;1999;PA;Vertical Envelopment Doctrine;High;LXiong_Bin;X
505161;Head of Military Intelligence;Xiong Bin;1934;1959;1999;PA;Logistics Specialist;High;LXiong_Bin;X
505162;Chief of Staff;Hao Pengju;1942;1968;1999;FA;School of Fire Support;High;LHao_Pengju;X
505163;Chief of Army;Han Zhenji;1950;1970;1999;LE;Guns and Butter Doctrine;High;L76570;X
505164;Minister of Armament;Han Zhenji;1945;1970;1999;LE;Military Entrepreneur;High;L76570;X
505165;Chief of Army;He Jifeng;1940;1962;1999;LWR;Doctrine of Autonomy;High;L50090;X
505166;Chief of Army;Zhao Erlu;1938;1967;1999;LWR;Guns and Butter Doctrine;High;LZhao_Erlu;X
505167;Chief of Army;Peng Xuefeng;1940;1970;1999;LWR;Commando Doctrine Army;High;L76335;X
505168;Chief of Army;Chen Xianrui;1945;1970;1999;LWR;Guerilla Warfare Doctrine;High;L76523;X
505169;Chief of Army;Wang Bingzhang;1950;1970;1999;LWR;Combat Engineering Doctrine;High;LWang_Bingzhang;X
505170;Head of Military Intelligence;Wang Bingzhang;1944;1970;1999;LWR;Technical Specialist;High;LWang_Bingzhang;X
505171;Chief of Army;Zhang Wenzhou;1950;1970;1999;LWR;Armoured Spearhead Doctrine;High;LZhang_Wenzhou;X
505172;Chief of Army;Feng Qinzai;1936;1955;1999;SD;Decisive Battle Doctrine;High;L50082;X
505173;Chief of Army;Zhao Shoushan;1939;1959;1999;SD;Elastic Defence Doctrine;High;L50026;X
505174;Chief of Army;Sun Weiru;1939;1962;1999;SD;Static Defence Doctrine;High;Sun Yuru1926;X
505175;Chief of Army;Gao Shuxun;1945;1967;1999;SD;Doctrine of Autonomy;High;L50147;X
505176;Chief of Army;Chi Fengcheng;1943;1968;1999;SL;Guerilla Warfare Doctrine;High;L50053;X
505177;Chief of Army;Feng Zhi'an;1940;1961;1999;ML;Elastic Defence Doctrine;High;L50080;X
505178;Chief of Army;Geng Youlin;1943;1965;1999;ML;Guns and Butter Doctrine;High;LGeng_Youlin;X
505179;Chief of Army;Zhang Zhijiang;1926;1947;1999;SC;Old Cavalry General;High;LZhang_Zhijiang;X
505180;Minister of Security;Zhang Zhijiang;1926;1952;1999;SC;Health and Safety;High;LZhang_Zhijiang;X
505181;Chief of Army;Guo Zhigang;1936;1960;1999;SC;Guns and Butter Doctrine;High;LGuo_Zhigang;X
505182;Chief of Army;Liu Zizhen;1936;1960;1999;SC;Armoured Spearhead Doctrine;High;LLiu_Zizhen;X
505183;Chief of Army;Zhang Zizhong;1939;1961;1999;SC;Doctrine of Autonomy;High;L50004;X
505184;Chief of Army;Ji Xingwen;1955;1970;1999;SC;Decisive Battle Doctrine;High;L50045;X
505185;Chief of Army;Han Fuju;1935;1955;1999;PA;Counter-Insurgency Doctrine;High;L50087;X
505186;Chief of Army;Sun Liangcheng;1936;1958;1999;PA;Old Cavalry General;High;Sun Liangcheng1926;X
505187;Chief of Army;Liu Ruming;1944;1965;1999;PA;Elastic Defence Doctrine;High;Liu Ruming1926;X
505188;Chief of Army;Sun Lianzhong;1937;1963;1999;PA;Decisive Battle Doctrine;High;L50266;X
505189;Chief of Navy;Zhu Dapeng;1948;1970;1999;LWR;Coastal Defence Doctrine;High;LZhu_Jun;X
505190;Head of Military Intelligence;Zhu Dapeng;1948;1970;1999;LWR;Naval Intelligence Specialist;High;LZhu_Jun;X
505191;Chief of Navy;Luo Yuru;1951;1970;1999;SD;Merchant Navy Focus;High;MLuo_Yuru;X
505192;Chief of Navy;Zhang Tingzan;1936;1958;1999;ML;Merchant Navy Focus;High;unknown;X
505193;Chief of Air Force;Nie Fengzhi;1955;1970;1999;LWR;Tactical Aviation Doctrine;High;L76600;X
505194;Chief of Air Force;Zheng Ziyi;1937;1970;1999;SL;Air Defence Doctrine;High;MZheng_Ziyi;X
505195;Chief of Air Force;Cao Baoqing;1936;1960;1999;ML;Air Superiority Doctrine;High;LCao_Baoqing;X
505196;Chief of Air Force;Zhong Jihan;1932;1950;1999;SC;Aviation Organizer;High;LZhong_Jihan;X
505197;Chief of Air Force;Seo Wal-bo;1926;1951;1999;SC;Air Superiority Doctrine;High;LSeo_Wal-bo;X
505198;Chief of Air Force;Zhi Yinglin;1936;1954;1999;SC;Army Aviation Doctrine;High;LZhi_Yinglin;X
978000;Head of State;Feng Yuxiang;1920;1934;1935;FA;Barking Buffoon;High;kai_26FengYuxiang;X
978001;Head of Government;Feng Yuxiang;1920;1934;1935;FA;Flamboyant Tough Guy;High;kai_26FengYuxiang;X
978002;Head of State;Sun Chuanfang;1920;1934;1935;FA;Barking Buffoon;High;Sun Chuanfang2;X
978003;Head of Government;Sun Chuanfang;1920;1934;1935;FA;Flamboyant Tough Guy;High;Sun Chuanfang2;X
