Id;Name;Area;Region;Continent;Climate;Terrain;SizeModifier;AirCapacity;Infrastructure;City;Beaches;Port Allowed;Port Seazone;IC;Manpower;Oil;Metal;Energy;Rare Materials;City XPos;City YPos;Army XPos;Army YPos;Port XPos;Port YPos;Beach XPos;Beach YPos;Beach Icon;Fort XPos;Fort YPos;AA XPos;AA YPos;Counter x;Counter Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Fill coord X;Fill coord Y;;;;;;;;;
1486;PROV1486;Deccar;India;Asia;Tropical;Hills;;;30;;0;0;0;1;1;0;0;0;0;20884;5269;20979;5300;21041;5297;21048;5294;0;20977;5299;21062;5313;20979;5300;;;;;;;;;;;6724;2600;-1;-1;;;;;;;
1487;PROV1487;Deccar;India;Asia;Tropical;Hills;;;30;;0;0;0;3;5;0;0;0;0;21021;5485;21104;5474;21146;5485;21149;5481;0;21101;5464;21178;5476;21104;5474;;;;;;;;;;;21512;5724;-1;-1;;;;;;;
1488;PROV1488;Deccar;India;Asia;Tropical;Forest;;;30;;0;0;0;0;3;0;0;6;0;21384;5473;21313;5450;21230;5396;21229;5397;0;21323;5440;21238;5401;21313;5450;;;;;;;;;;;5048;3956;-1;-1;;;;;;;
1489;PROV1489;Deccar;India;Asia;Tropical;Hills;;;40;;0;0;0;1;2;0;0;0;0;20924;5365;21031;5396;21124;5396;21122;5395;0;21025;5405;21148;5394;21031;5396;;;;;;;;;;;4860;2712;-1;-1;;;;;;;
1490;PROV1490;Deccar;India;Asia;Tropical;Hills;;;40;;0;0;0;0;2;0;0;0;1;20975;5626;21035;5594;21022;5540;21025;5542;0;21025;5584;21020;5543;21035;5594;;;;;;;;;;;5868;2300;-1;-1;;;;;;;
1491;PROV1491;Deccar;India;Asia;Tropical;Hills;;;30;;0;0;0;0;2;0;0;0;0;21095;5548;21192;5555;21259;5523;21265;5520;0;21191;5553;21253;5512;21192;5555;;;;;;;;;;;5364;2720;-1;-1;;;;;;;
1492;PROV1492;Deccar;India;Asia;Tropical;Forest;;;30;;0;0;0;0;1;0;0;0;0;21285;5343;21208;5328;21147;5335;21151;5337;0;21216;5324;21130;5338;21208;5328;;;;;;;;;;;4824;2264;-1;-1;;;;;;;
1493;PROV1493;Western Ghat;India;Asia;Tropical;Mountain;;;40;;0;1;2642;1;4;0;0;0;1;21476;5521;21585;5457;21639;5447;21606;5474;7;21496;5476;21668;5408;21585;5457;;;;;;;;;;;21788;5744;-1;-1;;;;;;;
1494;PROV1494;Western Ghat;India;Asia;Tropical;Forest;;;40;;1;1;2642;2;1;0;0;0;0;21185;5813;21230;5765;21313;5745;21312;5782;5;21229;5784;21242;5719;21230;5765;;;;;;;;;;;21780;6116;-1;-1;;;;;;;
1495;PROV1495;Western Ghat;India;Asia;Tropical;Mountain;;;40;;1;1;2627;2;4;0;0;0;1;21017;6093;21006;6165;20971;6180;20987;6207;1;20996;6162;20973;6140;21006;6165;;;;;;;;;;;21476;6300;-1;-1;;;;;;;
1496;PROV1496;Western Ghat;India;Asia;Tropical;Forest;;;40;;0;1;2642;1;1;0;3;0;0;21212;5643;21285;5622;21325;5647;21355;5623;3;21283;5635;21337;5597;21285;5622;;;;;;;;;;;27272;8612;-1;-1;;;;;;;
1497;PROV1497;Western Ghat;India;Asia;Tropical;Mountain;;;40;;0;1;2627;2;5;0;0;0;1;20960;6069;20949;6014;20882;5953;20900;5988;15;20955;6004;20910;5948;20949;6014;;;;;;;;;;;669;8986;621;8997;-1;-1;;;;;
1498;PROV1498;Western Ghat;India;Asia;Tropical;Clear;;;50;;0;0;0;1;4;0;0;0;0;21423;5508;21401;5550;21428;5580;21404;5615;1;21363;5552;21399;5590;21401;5550;;;;;;;;;;;27232;11172;-1;-1;;;;;;;
1499;PROV1499;Western Ghat;India;Asia;Tropical;Forest;;;40;;0;0;0;0;3;0;0;0;0;21136;6047;21193;6064;21224;6083;21252;6075;1;21190;6064;21253;6043;21193;6064;;;;;;;;;;;29696;10024;-1;-1;;;;;;;
1500;PROV1500;Western Ghat;India;Asia;Tropical;Forest;;;40;;0;1;2630;3;6;0;0;2;0;21198;5994;21229;5929;21301;5897;21275;5935;5;21224;5930;21271;5871;21229;5929;;;;;;;;;;;27404;8476;-1;-1;;;;;;;
1501;PROV1501;Western Ghat;India;Asia;Tropical;Hills;;;40;;0;0;0;1;1;0;0;0;0;21054;5740;21082;5693;21020;5681;21022;5680;0;21092;5705;21165;5647;21082;5693;;;;;;;;;;;21664;6092;-1;-1;;;;;;;
1502;PROV1502;Western Ghat;India;Asia;Tropical;Hills;;;40;;0;0;0;2;8;0;2;3;1;21127;5828;21066;5843;21003;5821;21001;5814;0;21064;5851;21099;5806;21066;5843;;;;;;;;;;;21500;5996;-1;-1;;;;;;;
1503;PROV1503;Western Ghat;India;Asia;Tropical;Mountain;;;40;;0;1;2216;1;2;0;3;0;4;20886;5716;20916;5795;20826;5826;20831;5857;1;20925;5805;20887;5852;20916;5795;;;;;;;;;;;21344;6060;-1;-1;;;;;;;
1504;PROV1504;Western Ghat;India;Asia;Tropical;Jungle;;;40;;0;1;2628;1;2;0;0;0;0;21062;6211;21108;6158;21134;6182;21165;6167;7;21106;6159;21170;6135;21108;6158;;;;;;;;;;;21640;6388;-1;-1;;;;;;;
1505;PROV1505;Western Ghat;India;Asia;Tropical;Mountain;;;40;;0;0;0;0;4;0;0;0;0;21049;6103;21065;6055;21028;6063;21026;6056;0;21060;6063;21061;6010;21065;6055;;;;;;;;;;;5376;2224;-1;-1;;;;;;;
1506;PROV1506;Western Ghat;India;Asia;Tropical;Hills;;;40;;0;0;0;0;3;0;3;0;1;21123;5982;21119;5944;21074;5969;21080;5968;0;21112;5936;21121;5899;21119;5944;;;;;;;;;;;5612;2280;-1;-1;;;;;;;
1507;PROV1507;Western Ghat;India;Asia;Tropical;Hills;;;40;;0;0;0;2;0;0;0;0;3;20917;5900;20992;5917;21054;5937;21056;5929;0;20993;5907;20998;5874;20992;5917;;;;;;;;;;;5700;2564;-1;-1;;;;;;;
1508;PROV1508;Bombay;India;Asia;Tropical;Mountain;;;40;;0;0;0;0;3;0;0;0;0;20778;5472;20871;5477;20938;5461;20943;5461;0;20865;5491;20931;5450;20871;5477;;;;;;;;;;;5876;2592;-1;-1;;;;;;;
1509;PROV1509;Ceylon;India;Asia;Tropical;Jungle;;;30;;1;1;2630;0;2;0;0;0;1;21402;6296;21376;6235;21383;6223;21289;6149;1;21375;6242;21273;6269;21376;6235;;;;;;;;;;;20820;2424;-1;-1;;;;;;;
1510;PROV1510;Ceylon;India;Asia;Tropical;Jungle;;;30;;0;0;0;0;2;0;0;0;6;21380;6364;21353;6342;21344;6307;21343;6285;5;21310;6282;21322;6362;21353;6342;;;;;;;;;;;21856;6512;-1;-1;;;;;;;
1511;PROV1511;Ceylon;India;Asia;Tropical;Jungle;;;40;;1;1;2628;1;2;0;0;0;2;21271;6338;21278;6385;21343;6431;21281;6430;1;21316;6425;21368;6411;21278;6385;;;;;;;;;;;21832;6656;-1;-1;;;;;;;
1512;PROV1512;Bombay;India;Asia;Tropical;Mountain;;;30;;0;1;2215;2;3;0;0;0;0;20772;5584;20738;5520;20691;5422;20703;5465;1;20749;5590;20723;5431;20738;5520;;;;;;;;;;;21208;5700;-1;-1;;;;;;;
1513;PROV1513;Bombay;India;Asia;Tropical;Mountain;;;50;;1;1;2216;2;0;0;0;0;1;20771;5669;20771;5647;20741;5633;20760;5670;1;20781;5650;20757;5631;20771;5647;;;;;;;;;;;21248;5892;-1;-1;;;;;;;
1514;PROV1514;Bombay;India;Asia;Tropical;Mountain;;;50;;0;0;0;1;2;0;0;0;0;20770;5252;20858;5206;20909;5187;20911;5187;0;20858;5190;20945;5188;20858;5206;;;;;;;;;;;27544;9032;-1;-1;;;;;;;
1515;PROV1515;Bombay;India;Asia;Tropical;Mountain;;;50;;0;0;0;1;3;0;0;0;0;20947;5538;20884;5618;20789;5706;20800;5737;1;20887;5603;20833;5676;20884;5618;;;;;;;;;;;27360;6168;-1;-1;;;;;;;
1516;PROV1516;Bombay;India;Asia;Tropical;Mountain;;;50;;0;0;0;0;2;0;0;0;0;20757;5385;20828;5363;20860;5323;20858;5318;0;20831;5352;20838;5311;20828;5363;;;;;;;;;;;5724;3652;-1;-1;;;;;;;
1517;PROV1517;Bombay;India;Asia;Tropical;Urban;;;60;;0;1;2215;5;10;0;0;0;0;20690;5324;20722;5299;20677;5265;20683;5312;1;20731;5307;20726;5273;20722;5299;;;;;;;;;;;21240;5480;-1;-1;;;;;;;
1518;PROV1518;Eastern Ghat;India;Asia;Tropical;Clear;;;60;;1;1;2215;3;4;0;0;0;0;20744;4960;20683;4956;20671;5071;20659;5089;7;20681;4963;20631;4902;20683;4956;;;;;;;;;;;21052;5196;-1;-1;;;;;;;
1519;PROV1519;Eastern Ghat;India;Asia;Tropical;Marsh;;;30;;0;0;0;1;0;0;0;0;0;20551;4958;20468;4939;20366;4986;20416;5008;1;20474;4930;20404;4943;20468;4939;;;;;;;;;;;8464;3108;-1;-1;;;;;;;
1520;PROV1520;Eastern Ghat;India;Asia;Tropical;Clear;;;40;;0;0;0;1;3;0;0;0;0;20723;5217;20743;5174;20695;5178;20696;5223;1;20743;5174;20766;5122;20743;5174;;;;;;;;;;;8744;3172;-1;-1;;;;;;;
1521;PROV1521;Eastern Ghat;India;Asia;Tropical;Clear;;;50;;0;1;2215;1;4;0;0;0;1;20815;5017;20764;5051;20685;5093;20686;5119;1;20777;5058;20728;5082;20764;5051;;;;;;;;;;;21228;5344;-1;-1;;;;;;;
1522;PROV1522;Eastern Ghat;India;Asia;Tropical;Hills;;;50;;0;1;2215;0;3;0;0;0;0;20448;5085;20544;5097;20480;5171;20535;5199;7;20536;5085;20620;5123;20544;5097;;;;;;;;;;;20828;5344;-1;-1;;;;;;;
1523;PROV1523;Rajastan;India;Asia;Subtropical;Clear;;;40;;0;0;0;0;3;0;2;3;1;21237;4859;21209;4795;21116;4789;21110;4780;0;21211;4806;21240;4733;21209;4795;;;;;;;;;;;21404;5200;-1;-1;;;;;;;
1524;PROV1524;Rajastan;India;Asia;Subtropical;Clear;;;40;;0;0;0;3;8;0;0;0;0;20982;4744;21054;4684;21107;4701;21110;4696;0;21053;4674;21143;4660;21054;4684;;;;;;;;;;;21316;5008;-1;-1;;;;;;;
1525;PROV1525;Rajastan;India;Asia;Arid;Desert;;;40;;0;0;0;1;1;0;0;0;0;20613;4770;20635;4700;20530;4654;20535;4658;0;20636;4719;20638;4627;20635;4700;;;;;;;;;;;20992;4988;-1;-1;;;;;;;
1526;PROV1526;Rajastan;India;Asia;Tropical;Mountain;;;40;;0;0;0;1;5;0;0;0;0;20852;4917;20842;4845;20777;4837;20780;4838;0;20841;4844;20870;4776;20842;4845;;;;;;;;;;;27796;9376;-1;-1;;;;;;;
1527;PROV1527;Rajastan;India;Asia;Arid;Desert;;;40;;0;0;0;0;2;0;0;4;0;20836;4614;20843;4540;20897;4608;20903;4594;0;20847;4538;20841;4454;20843;4540;;;;;;;;;;;21196;4776;-1;-1;;;;;;;
1528;PROV1528;Rajastan;India;Asia;Subtropical;Clear;;;40;;0;0;0;0;1;0;0;0;0;20976;4947;21053;4901;21096;4880;21099;4879;0;21048;4890;21165;4883;21053;4901;;;;;;;;;;;8324;3344;-1;-1;;;;;;;
1529;PROV1529;Pakistan;India;Asia;Mediterranean;Mountain;;;40;;0;0;0;1;1;0;0;20;1;20451;4366;20367;4345;20340;4452;20354;4456;0;20251;4405;20455;4264;20367;4345;;;;;;;;;;;20308;4572;-1;-1;;;;;;;
1530;PROV1530;Pakistan;India;Asia;Subtropical;Clear;;;50;;0;0;0;0;5;0;0;0;0;20655;4363;20763;4345;20817;4329;20819;4330;0;20764;4343;20848;4295;20763;4345;;;;;;;;;;;21192;4292;-1;-1;;;;;;;
1531;PROV1531;Delhi;India;Asia;Subtropical;Clear;;;40;;0;0;0;1;4;0;0;0;0;20896;4348;20976;4357;21049;4349;21047;4347;0;20976;4369;21057;4342;20976;4357;;;;;;;;;;;21256;4428;-1;-1;;;;;;;
1532;PROV1532;Pakistan;India;Asia;Subtropical;Clear;;;40;;1;1;2208;3;3;0;0;0;0;20405;4804;20414;4720;20271;4913;20299;4915;7;20414;4723;20396;4626;20414;4720;;;;;;;;;;;20736;5072;-1;-1;;;;;;;
1533;PROV1533;Pakistan;India;Asia;Subtropical;Hills;;;60;;1;1;2208;3;4;0;0;0;0;20277;4762;20272;4658;20225;4825;20243;4880;1;20261;4662;20306;4569;20272;4658;;;;;;;;;;;20648;4796;-1;-1;;;;;;;
1534;PROV1534;Pakistan;India;Asia;Subtropical;Hills;;;40;;0;0;0;1;10;0;9;14;0;20665;4262;20765;4174;20816;4194;20823;4199;0;20763;4154;20778;4090;20765;4174;;;;;;;;;;;20796;4580;-1;-1;;;;;;;
1535;PROV1535;Delhi;India;Asia;Subtropical;Clear;;;40;;0;0;0;1;3;0;0;0;0;21014;4270;20976;4252;20928;4260;20930;4257;0;20981;4255;20988;4212;20976;4252;;;;;;;;;;;26656;8680;-1;-1;;;;;;;
1536;PROV1536;Pakistan;India;Asia;Subtropical;Clear;;;40;;0;0;0;0;2;0;0;0;0;20549;4508;20645;4476;20738;4430;20745;4426;0;20629;4473;20754;4414;20645;4476;;;;;;;;;;;20540;2232;-1;-1;;;;;;;
1537;PROV1537;Pakistan;India;Asia;Subtropical;Mountain;;;30;;0;0;0;0;4;0;0;2;1;20573;4097;20665;4016;20720;3971;20716;3972;0;20643;4011;20727;3913;20665;4016;;;;;;;;;;;21104;4148;-1;-1;;;;;;;
1538;PROV1538;Pakistan;India;Asia;Subtropical;Mountain;;;10;;0;1;2211;1;1;0;0;0;0;20092;4536;20051;4550;19902;4778;19951;4771;7;20178;4475;20026;4491;20051;4550;;;;;;;;;;;20432;4892;-1;-1;;;;;;;
1539;PROV1539;Pakistan;India;Asia;Subtropical;Mountain;;;10;;0;0;0;0;1;0;0;0;0;21048;3904;20957;3862;20944;3938;20944;3938;0;20929;3881;20937;3799;20957;3862;;;;;;;;;;;27284;10124;-1;-1;;;;;;;
1540;PROV1540;Pakistan;India;Asia;Subtropical;Mountain;;;10;;0;0;0;0;3;0;0;4;0;20968;4058;21097;4042;21178;4052;21181;4049;0;21116;4034;21210;4034;21097;4042;;;;;;;;;;;21512;4408;-1;-1;;;;;;;
1541;PROV1541;Sakhalin_Kuriles;Japan;Oceania;Subtropical;Hills;;;10;;1;1;2507;0;0;1;0;1;0;26915;2570;26903;2480;26954;2322;26958;2355;5;26881;2448;26907;2392;26903;2480;;;;;;;;;;;25076;2484;-1;-1;;;;;;;
1542;PROV1542;Sakhalin_Kuriles;Japan;Oceania;Subtropical;Mountain;;;10;;1;1;2499;0;0;0;0;5;0;26885;2989;26892;2832;26958;2772;27008;2769;5;26881;2826;26916;2740;26892;2832;;;;;;;;;;;26388;2972;-1;-1;;;;;;;
1543;PROV1543;Sakhalin_Kuriles;Japan;Oceania;Subtropical;Mountain;;;10;;1;1;2408;1;0;0;0;0;0;27342;3177;27541;3106;27592;3088;27521;3126;7;27548;3106;27436;3148;27541;3106;;;;;;;;;;;26912;2996;26977;2821;26855;3198;-1;-1;;;
1544;PROV1544;Hokkaido;Japan;Oceania;Subtropical;Mountain;;;30;;0;1;2491;1;1;0;0;57;2;26928;3373;26991;3306;27002;3380;27035;3374;3;27069;3314;26956;3276;26991;3306;;;;;;;;;;;26516;3340;-1;-1;;;;;;;
1545;PROV1545;Hokkaido;Japan;Oceania;Subtropical;Mountain;;;30;;0;1;2501;0;2;0;10;48;2;26724;3379;26858;3356;26814;3255;26798;3303;3;26801;3373;26867;3269;26858;3356;;;;;;;;;;;26456;3452;-1;-1;;;;;;;
1546;PROV1546;Tohoku;Japan;Oceania;Tropical;Mountain;;;60;;0;0;0;0;3;0;0;0;0;26476;4030;26479;4089;26436;4138;26480;4123;1;26538;4110;26498;4043;26479;4089;;;;;;;;;;;24000;3624;-1;-1;;;;;;;
1547;PROV1547;Tohoku;Japan;Oceania;Tropical;Mountain;;;40;;0;0;0;0;2;1;10;0;2;26739;3700;26735;3629;26673;3567;26654;3613;1;26782;3666;26703;3583;26735;3629;;;;;;;;;;;23288;3568;-1;-1;;;;;;;
1548;PROV1548;Tohoku;Japan;Oceania;Tropical;Mountain;;;60;;0;0;0;0;2;0;0;0;0;26426;4055;26476;3984;26546;3947;26555;3944;0;26451;3960;26555;3946;26476;3984;;;;;;;;;;;23668;3540;-1;-1;;;;;;;
1549;PROV1549;Tohoku;Japan;Oceania;Subtropical;Mountain;;;60;;0;1;2491;1;4;0;0;0;2;26726;3759;26688;3862;26725;3817;26738;3858;5;26665;3914;26610;3909;26688;3862;;;;;;;;;;;26620;3848;-1;-1;;;;;;;
1550;PROV1550;Tohoku;Japan;Oceania;Subtropical;Clear;;;60;;0;1;2492;2;8;0;0;47;0;26586;3994;26572;4030;26580;4072;26605;4082;5;26569;4026;26554;4070;26572;4030;;;;;;;;;;;26600;4056;-1;-1;;;;;;;
1551;PROV1551;Tohoku;Japan;Oceania;Subtropical;Mountain;;;50;;0;1;2494;2;1;2;0;0;1;26652;3754;26628;3819;26598;3780;26585;3814;1;26628;3783;26528;3906;26628;3819;;;;;;;;;;;26508;3816;-1;-1;;;;;;;
1552;PROV1552;Tohoku;Japan;Oceania;Subtropical;Urban;;;70;;1;1;2492;4;12;0;0;0;9;26638;3942;26656;4021;26677;4047;26669;4081;7;26657;4026;26646;4073;26656;4021;;;;;;;;;;;26624;4160;-1;-1;;;;;;;
1553;PROV1553;Honshu;Japan;Oceania;Subtropical;Mountain;;;40;;0;1;2489;12;7;0;0;0;0;26230;4219;26261;4170;26286;4201;26312;4176;5;26255;4162;26312;4109;26261;4170;;;;;;;;;;;26348;4296;-1;-1;;;;;;;
1554;PROV1554;Honshu;Japan;Oceania;Subtropical;Mountain;;;60;;1;1;2497;4;3;0;0;10;4;26000;4137;25934;4141;25833;4155;25867;4148;3;25936;4127;25994;4086;25934;4141;;;;;;;;;;;26116;4200;-1;-1;;;;;;;
1555;PROV1555;Honshu;Japan;Oceania;Subtropical;Mountain;;;60;;0;1;2498;0;5;0;0;0;6;26174;4107;26117;4099;26066;4063;26109;4061;7;26115;4091;26051;4091;26117;4099;;;;;;;;;;;27012;2476;27005;2620;-1;-1;;;;;
1556;PROV1556;Honshu;Japan;Oceania;Subtropical;Mountain;;;30;;0;1;2498;5;2;0;0;0;1;26347;3923;26353;3995;26302;3985;26278;4005;1;26363;3996;26395;3990;26353;3995;;;;;;;;;;;26460;4076;-1;-1;;;;;;;
1557;PROV1557;Honshu;Japan;Oceania;Subtropical;Hills;;;60;;0;1;2492;8;5;0;0;0;0;26381;4040;26364;4084;26343;4118;26379;4140;7;26372;4091;26382;4110;26364;4084;;;;;;;;;;;26480;4196;-1;-1;;;;;;;
1558;PROV1558;Honshu;Japan;Oceania;Subtropical;Mountain;;;60;;0;1;2498;3;2;0;0;0;1;26278;4058;26248;4094;26179;4044;26202;4040;1;26256;4085;26256;4115;26248;4094;;;;;;;;;;;26340;4116;-1;-1;;;;;;;
1559;PROV1559;Kyushu_Shikoku;Japan;Oceania;Subtropical;Mountain;;;30;;1;1;2489;5;2;0;0;0;1;25967;4271;26042;4224;26101;4247;26123;4232;7;26044;4214;26085;4183;26042;4224;;;;;;;;;;;26160;4396;-1;-1;;;;;;;
1560;PROV1560;Kyushu_Shikoku;Japan;Oceania;Subtropical;Mountain;;;40;;0;1;2497;4;5;0;40;67;0;25723;4251;25809;4258;25724;4226;25759;4222;1;25815;4255;25797;4218;25809;4258;;;;;;;;;;;25904;4436;-1;-1;;;;;;;
1561;PROV1561;Kyushu_Shikoku;Japan;Oceania;Subtropical;Mountain;;;40;;1;1;2489;3;3;0;0;0;2;25794;4424;25805;4372;25853;4377;25843;4412;7;25804;4380;25814;4327;25805;4372;;;;;;;;;;;26004;4580;-1;-1;;;;;;;
1562;PROV1562;Ryukyusland;Japan;Oceania;Subtropical;Hills;;;10;;1;1;2512;0;0;0;0;0;0;25618;4730;25669;4691;25686;4669;25680;4680;7;25661;4696;25677;4675;25669;4691;;;;;;;;;;;25876;4864;25832;4915;-1;-1;;;;;
1563;PROV1563;Ryukyusland;Japan;Oceania;Subtropical;Hills;;;30;;0;1;2511;0;1;0;0;0;0;25730;4989;25752;5014;25521;4867;25693;5079;15;25717;5099;25725;5063;25752;5014;;;;;;;;;;;25680;5016;-1;-1;;;;;;;
1564;PROV1564;Ryukyusland;Japan;Oceania;Subtropical;Mountain;;;30;;1;1;2490;0;0;0;0;0;0;25933;4827;25913;4866;25925;4811;25896;4842;15;25860;4913;25807;4881;25913;4866;;;;;;;;;;;25680;5016;-1;-1;;;;;;;
1565;PROV1565;Luzon;Philippines;Oceania;Tropical;Jungle;;;40;;1;1;2558;4;4;0;0;0;0;24971;5892;24896;5866;24849;5890;24891;5909;5;24903;5877;24873;5824;24896;5866;;;;;;;;;;;25448;6012;-1;-1;;;;;;;
1566;PROV1566;Luzon;Philippines;Oceania;Tropical;Jungle;;;10;;1;1;2486;0;1;0;0;0;0;24895;5716;24892;5784;24910;5746;24917;5791;1;24882;5784;24949;5794;24892;5784;;;;;;;;;;;25372;5880;-1;-1;;;;;;;
1567;PROV1567;Luzon;Philippines;Oceania;Tropical;Mountain;;;20;;1;1;2485;1;1;0;0;0;1;24867;5649;24878;5565;24825;5572;24818;5623;1;24879;5576;24886;5514;24878;5565;;;;;;;;;;;25360;5796;-1;-1;;;;;;;
1568;PROV1568;Luzon;Philippines;Oceania;Tropical;Jungle;;;30;;1;1;2558;1;1;0;0;0;1;25006;5869;25074;5929;25089;5989;25117;6009;1;25073;5922;25130;6000;25074;5929;;;;;;;;;;;25544;6052;-1;-1;;;;;;;
1569;PROV1569;Luzon;Philippines;Oceania;Tropical;Hills;;;30;;0;1;2485;0;1;0;0;0;1;24774;5684;24823;5740;24786;5787;24814;5816;1;24833;5739;24815;5783;24823;5740;;;;;;;;;;;25332;5960;-1;-1;;;;;;;
1570;PROV1570;Luzon;Philippines;Oceania;Tropical;Jungle;;;10;;0;1;2486;0;1;0;0;0;0;24938;5515;24969;5599;24977;5569;24995;5632;1;24975;5608;24946;5668;24969;5599;;;;;;;;;;;25456;5720;-1;-1;;;;;;;
1571;PROV1571;Palawan_Mindoro;Philippines;Oceania;Tropical;Jungle;;;10;;1;1;2485;0;0;0;0;0;0;24868;5994;24871;5956;24819;5928;24837;5956;7;24857;5966;24876;5931;24871;5956;;;;;;;;;;;25412;6208;-1;-1;;;;;;;
1572;PROV1572;Palawan_Mindoro;Philippines;Oceania;Tropical;Jungle;;;10;;1;1;2556;0;0;0;0;0;0;24716;6133;24637;6217;24598;6276;24564;6292;1;24678;6176;24695;6159;24637;6217;;;;;;;;;;;25228;6420;-1;-1;;;;;;;
1573;PROV1573;Leyte Island Group;Philippines;Oceania;Tropical;Jungle;;;10;;1;1;2557;0;1;0;0;0;0;25190;6205;25201;6162;25160;6172;25197;6202;9;25209;6166;25170;6145;25201;6162;;;;;;;;;;;25800;6296;-1;-1;;;;;;;
1574;PROV1574;Leyte Island Group;Philippines;Oceania;Tropical;Mountain;;;10;;1;1;2557;1;1;0;0;1;0;25136;6255;25040;6220;25093;6206;25120;6285;3;25038;6234;25054;6178;25040;6220;;;;;;;;;;;25664;6444;-1;-1;;;;;;;
1575;PROV1575;Leyte Island Group;Philippines;Oceania;Tropical;Jungle;;;10;;1;1;2555;0;0;0;0;0;0;25171;6036;25229;6082;25215;6022;25241;6043;1;25241;6089;25255;6140;25229;6082;;;;;;;;;;;25816;6168;-1;-1;;;;;;;
1576;PROV1576;Leyte Island Group;Philippines;Oceania;Tropical;Jungle;;;10;;1;1;2558;1;1;0;0;0;0;24954;6143;24991;6118;24967;6063;25002;6091;7;24988;6112;24968;6093;24991;6118;;;;;;;;;;;25612;6336;-1;-1;;;;;;;
1577;PROV1577;Mindanao;Philippines;Oceania;Tropical;Forest;;;10;;1;1;2553;0;0;0;0;0;0;24945;6524;24876;6568;24811;6627;24949;6550;1;24871;6572;24779;6630;24876;6568;;;;;;;;;;;25692;6116;-1;-1;;;;;;;
1578;PROV1578;Mindanao;Philippines;Oceania;Tropical;Jungle;;;10;;0;1;2557;0;1;0;14;0;1;25280;6355;25271;6426;25188;6376;25218;6361;5;25261;6443;25215;6430;25271;6426;;;;;;;;;;;25848;6496;-1;-1;;;;;;;
1579;PROV1579;Mindanao;Philippines;Oceania;Tropical;Jungle;;;10;;1;1;2553;0;1;0;0;0;0;25201;6579;25193;6530;25133;6476;25129;6519;9;25195;6526;25157;6452;25193;6530;;;;;;;;;;;25896;6604;-1;-1;;;;;;;
1580;PROV1580;Mindanao;Philippines;Oceania;Tropical;Hills;;;10;;0;1;2556;0;1;0;0;0;0;25072;6376;25037;6423;24966;6406;25007;6403;3;25044;6432;24966;6462;25037;6423;;;;;;;;;;;25692;6564;-1;-1;;;;;;;
1581;PROV1581;Espirtu Santo;South Solomon Islands;Oceania;Tropical;Jungle;;;10;;1;1;2441;0;0;0;0;0;0;28970;8880;28990;8967;28996;8922;29008;8968;13;28988;8971;28996;8892;28990;8967;;;;;;;;;;;29384;8640;29393;8572;29371;8733;-1;-1;;;
1582;PROV1582;Espirtu Santo;South Solomon Islands;Oceania;Tropical;Jungle;;;10;;1;1;2442;0;0;0;0;0;0;28836;8714;28870;8771;28909;8668;28880;8743;13;28867;8768;28851;8746;28870;8771;;;;;;;;;;;29248;8588;-1;-1;;;;;;;
1583;PROV1583;Espirtu Santo;South Solomon Islands;Oceania;Tropical;Jungle;;;10;;1;1;2441;0;0;0;0;0;0;28963;8742;28921;8859;28966;8811;28965;8846;11;28921;8858;28899;8822;28921;8859;;;;;;;;;;;29284;8688;-1;-1;;;;;;;
1584;PROV1584;South New Hebrides;South Solomon Islands;Oceania;Tropical;Jungle;;;20;;1;1;2438;0;0;0;0;0;0;29046;9064;29070;9135;29105;9192;29083;9147;9;29067;9139;29066;9124;29070;9135;;;;;;;;;;;29472;8912;29400;8827;-1;-1;;;;;
1585;PROV1585;South New Hebrides;South Solomon Islands;Oceania;Tropical;Jungle;;;10;;1;1;2438;0;0;0;0;0;0;28952;9309;28897;9264;28839;9230;28892;9242;11;28900;9271;28892;9261;28897;9264;;;;;;;;;;;29316;8960;29261;8919;-1;-1;;;;;
1586;PROV1586;South New Hebrides;South Solomon Islands;Oceania;Tropical;Jungle;;;10;;1;1;2589;0;0;0;0;0;9;28659;9216;28775;9317;28691;9274;28716;9303;1;28747;9297;28853;9369;28775;9317;;;;;;;;;;;29116;8936;-1;-1;;;;;;;
1587;PROV1587;Bougainville;North Solomon Islands;Oceania;Tropical;Jungle;;;10;;1;1;2455;0;0;0;0;0;0;27866;7924;27910;7973;27914;8024;27941;8028;7;27910;7974;27941;8006;27910;7973;;;;;;;;;;;28640;7732;-1;-1;;;;;;;
1588;PROV1588;Central Solomons;North Solomon Islands;Oceania;Tropical;Jungle;;;10;;1;1;2456;0;0;0;0;0;0;28182;8094;28233;8133;28259;8165;28244;8151;9;28230;8135;28267;8151;28233;8133;;;;;;;;;;;28784;7888;-1;-1;;;;;;;
1589;PROV1589;Central Solomons;North Solomon Islands;Oceania;Tropical;Jungle;;;10;;1;1;2456;0;0;0;0;0;0;28036;8035;28095;8150;28025;8097;28087;8075;7;28056;8129;28136;8180;28095;8150;;;;;;;;;;;28764;7812;-1;-1;;;;;;;
