PROV2237;Tristan da Cunha Island;Tristan da Cunha Island;Tristan da Cunha Island;Islas de Tristán da Cunha;Tristan da Cunha Island;Tristan da Cunha Island;Tristan da Cunha Island;Tristan da Cunha Island;;;X
PROV2238;Tristan de Cunha Fracture Zone;Tristan de Cunha Fracture Zone;Tristan de Cunha Fracture Zone;Grieta de Tristán de Cunha;Tristan de Cunha Fracture Zone;Tristan de Cunha Fracture Zone;Tristan de Cunha Fracture Zone;Tristan de Cunha Fracture Zone;;;X
PROV2239;Angola Plain;Angola Plain;Angola Plain;Llanura de Angola;Angola Plain;Angola Plain;Angola Plain;Angola Plain;;;X
PROV2240;Saint Helena Island;Saint Helena Island;Saint Helena Island;Islas de Santa Helena;Saint Helena Island;Saint Helena Island;Saint Helena Island;Saint Helena Island;;;X
PROV2241;Walvis Ridge;Walvis Ridge;Walvis Ridge;Codillera Walvis;Walvis Ridge;Walvis Ridge;Walvis Ridge;Walvis Ridge;;;X
PROV2242;Cape Fria;Cape Fria;Cape Fria;Cabo Fría;Cape Fria;Cape Fria;Cape Fria;Cape Fria;;;X
PROV2243;Mouth of Congo;Mouth of Congo;Mouth of Congo;Boca del Congo;Mouth of Congo;Mouth of Congo;Mouth of Congo;Mouth of Congo;;;X
PROV2244;Cape Lopez;Cape Lopez;Cape Lopez;Cabo López;Cape Lopez;Cape Lopez;Cape Lopez;Cape Lopez;;;X
PROV2245;Congo Canyon;Congo Canyon;Congo Canyon;Cañón del Congo;Congo Canyon;Congo Canyon;Congo Canyon;Congo Canyon;;;X
PROV2246;Angola Basin;Angola Basin;Angola Basin;Cuenca de Angola;Angola Basin;Angola Basin;Angola Basin;Angola Basin;;;X
PROV2247;Southwestern Atlantic Ocean;Southwestern Atlantic Ocean;Southwestern Atlantic Ocean;Suroeste del Océano Atlántico;Southwestern Atlantic Ocean;Southwestern Atlantic Ocean;Southwestern Atlantic Ocean;Southwestern Atlantic Ocean;;;X
PROV2248;Ascension;Ascension;Ascension;Ascensión;Ascension;Ascension;Ascension;Ascension;;;X
PROV2249;Bight of Benin;Bight of Benin;Bight of Benin;Ensenada de Benín;Bight of Benin;Bight of Benin;Bight of Benin;Bight of Benin;;;X
PROV2250;Gulf of Guinea;Gulf of Guinea;Gulf of Guinea;Golfo de Guinea;Gulf of Guinea;Gulf of Guinea;Gulf of Guinea;Gulf of Guinea;;;X
PROV2251;Guinea Basin;Guinea Basin;Guinea Basin;Cuenca de Guinea;Guinea Basin;Guinea Basin;Guinea Basin;Guinea Basin;;;X
PROV2252;Gold Coast;Gold Coast;Gold Coast;Costa Dorada;Gold Coast;Gold Coast;Gold Coast;Gold Coast;;;X
PROV2253;Grain Coast;Grain Coast;Grain Coast;Costa del Grano;Grain Coast;Grain Coast;Grain Coast;Grain Coast;;;X
PROV2254;Ascension Fracture Zone;Ascension Fracture Zone;Ascension Fracture Zone;Grieta Ascensión;Ascension Fracture Zone;Ascension Fracture Zone;Ascension Fracture Zone;Ascension Fracture Zone;;;X
PROV2255;Romanche Fracture Zone;Romanche Fracture Zone;Romanche Fracture Zone;Grieta Romanche;Romanche Fracture Zone;Romanche Fracture Zone;Romanche Fracture Zone;Romanche Fracture Zone;;;X
PROV2256;Brazil Basin;Brazil Basin;Brazil Basin;Cuenca de Brasil;Brazil Basin;Brazil Basin;Brazil Basin;Brazil Basin;;;X
PROV2257;Coast of Sierra Leone;Coast of Sierra Leone;Coast of Sierra Leone;Costa de Sierra Leona;Coast of Sierra Leone;Coast of Sierra Leone;Coast of Sierra Leone;Coast of Sierra Leone;;;X
PROV2258;Cape Verga;Cape Verga;Cape Verga;Cabo Verga;Cape Verga;Cape Verga;Cape Verga;Cape Verga;;;X
PROV2259;Gambian Basin;Gambian Basin;Gambian Basin;Cuenca de Gambia;Gambian Basin;Gambian Basin;Gambian Basin;Gambian Basin;;;X
PROV2260;Sierra Leone Basin;Sierra Leone Basin;Sierra Leone Basin;Cuenca de Sierra Leona;Sierra Leone Basin;Sierra Leone Basin;Sierra Leone Basin;Sierra Leone Basin;;;X
PROV2261;Cape Verde Islands ;Cape Verde Islands ;Cape Verde Islands ;Cabo de las Islas Verdes;Cape Verde Islands ;Cape Verde Islands ;Cape Verde Islands ;Cape Verde Islands ;;;X
PROV2262;Doldrums Fracture Zone;Doldrums Fracture Zone;Doldrums Fracture Zone;Grieta Doldrums;Doldrums Fracture Zone;Doldrums Fracture Zone;Doldrums Fracture Zone;Doldrums Fracture Zone;;;X
PROV2263;Northern Caspian Sea;Northern Caspian Sea;Northern Caspian Sea;Northern Caspian Sea;Northern Caspian Sea;Northern Caspian Sea;Northern Caspian Sea;Northern Caspian Sea;;;X
PROV2264;Cape Blanc;Cape Blanc;Cape Blanc;Cabo Blanc;Cape Blanc;Cape Blanc;Cape Blanc;Cape Blanc;;;X
PROV2265;East Canary Islands;East Canary Islands;East Canary Islands;Islas Canarias Orientales;East Canary Islands;East Canary Islands;East Canary Islands;East Canary Islands;;;X
PROV2266;East Cape Verde Approach;East Cape Verde Approach;East Cape Verde Approach;Abordaje Cabo Verde Oriental;East Cape Verde Approach;East Cape Verde Approach;East Cape Verde Approach;East Cape Verde Approach;;;X
PROV2267;West Canary Islands;West Canary Islands;West Canary Islands;Islas Canarias Occidentales;West Canary Islands;West Canary Islands;West Canary Islands;West Canary Islands;;;X
PROV2268;South Cape Verde Plain;South Cape Verde Plain;South Cape Verde Plain;Llanura de Cabo Verde Sur;South Cape Verde Plain;South Cape Verde Plain;South Cape Verde Plain;South Cape Verde Plain;;;X
PROV2269;North Cape Verde Plain;North Cape Verde Plain;North Cape Verde Plain;Llanura de Cabo Verde Norte;North Cape Verde Plain;North Cape Verde Plain;North Cape Verde Plain;North Cape Verde Plain;;;X
PROV2270;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Cordillera Norte de la zona Sur-Central del Atlántico medio;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;;;X
PROV2271;Para Plain;Para Plain;Para Plain;Llanura de Para;Para Plain;Para Plain;Para Plain;Para Plain;;;X
PROV2272;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;Archipiélago St Peter y St Paul;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;;;X
PROV2273;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;Llanura de Pernambuco;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;;;X
PROV2274;Demeraso Plain;Demeraso Plain;Demeraso Plain;Llanura Demeraso;Demeraso Plain;Demeraso Plain;Demeraso Plain;Demeraso Plain;;;X
PROV2275;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Cordillera Sur del Centro del Atlántico medio;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;;;X
PROV2276;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Cordillera Norte del Centro del Atlántico medio;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;;;X
PROV2277;Cape Bolador;Cape Bolador;Cape Bolador;Cabo Bolador;Cape Bolador;Cape Bolador;Cape Bolador;Cape Bolador;;;X
PROV2278;Gulf of Cadiz;Gulf of Cadiz;Gulf of Cadiz;Golfo de Cádiz;Gulf of Cadiz;Gulf of Cadiz;Gulf of Cadiz;Gulf of Cadiz;;;X
PROV2279;Coast of Morocco;Coast of Morocco;Coast of Morocco;Costa de Marruecos;Coast of Morocco;Coast of Morocco;Coast of Morocco;Coast of Morocco;;;X
PROV2280;Madeira Plain;Madeira Plain;Madeira Plain;Llanura Madeira;Madeira Plain;Madeira Plain;Madeira Plain;Madeira Plain;;;X
PROV2281;Faro Canyon;Faro Canyon;Faro Canyon;Cañon del Faro;Faro Canyon;Faro Canyon;Faro Canyon;Faro Canyon;;;X
PROV2282;South Iberian Plain;South Iberian Plain;South Iberian Plain;Llanura Sur Iberica;South Iberian Plain;South Iberian Plain;South Iberian Plain;South Iberian Plain;;;X
PROV2283;Bay of Setubal;Bay of Setubal;Bay of Setubal;Bahia de Setubal;Bay of Setubal;Bay of Setubal;Bay of Setubal;Bay of Setubal;;;X
PROV2284;North Iberian Plain;North Iberian Plain;North Iberian Plain;Llanura Norte Iberica;North Iberian Plain;North Iberian Plain;North Iberian Plain;North Iberian Plain;;;X
PROV2285;Cap Finisterre;Cap Finisterre;Cap Finisterre;Cabo Finisterre;Cap Finisterre;Cap Finisterre;Cap Finisterre;Cap Finisterre;;;X
PROV2286;Madeira Island;Madeira Island;Madeira Island;Islas de Madeira;Madeira Island;Madeira Island;Madeira Island;Madeira Island;;;X
PROV2287;Terceira Rift;Terceira Rift;Terceira Rift;Terceira Rift;Terceira Rift;Terceira Rift;Terceira Rift;Terceira Rift;;;X
PROV2288;Azores Platform;Azores Platform;Azores Platform;Plantaforma de las Azores;Azores Platform;Azores Platform;Azores Platform;Azores Platform;;;X
PROV2289;Falkland Plateau;Falkland Plateau;Falkland Plateau;Meseta de las Malvinas;Falkland Plateau;Falkland Plateau;Falkland Plateau;Falkland Plateau;;;X
PROV2290;West South Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;Suroeste Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;;;X
PROV2291;Southeast Argentine Plain;Southeast Argentine Plain;Southeast Argentine Plain;Llanura Sureste Argentina;Southeast Argentine Plain;Southeast Argentine Plain;Southeast Argentine Plain;Southeast Argentine Plain;;;X
PROV2292;Rio Grande Fracture Zone;Rio Grande Fracture Zone;Rio Grande Fracture Zone;Grieta Rio Grande;Rio Grande Fracture Zone;Rio Grande Fracture Zone;Rio Grande Fracture Zone;Rio Grande Fracture Zone;;;X
PROV2293;Rio Grande Plateau;Rio Grande Plateau;Rio Grande Plateau;Meseta de Rio Grande;Rio Grande Plateau;Rio Grande Plateau;Rio Grande Plateau;Rio Grande Plateau;;;X
PROV2294;Trindade Island;Trindade Island;Trindade Island;Islas Trinidad;Trindade Island;Trindade Island;Trindade Island;Trindade Island;;;X
PROV2295;Rio de la Plata;Rio de la Plata;Rio de la Plata;Rio de la Plata;Rio de la Plata;Rio de la Plata;Rio de la Plata;Rio de la Plata;;;X
PROV2296;Magellan Straits;Magellan Straits;Magellan Straits;Estrecho de Magallanes;Magellan Straits;Magellan Straits;Magellan Straits;Magellan Straits;;;X
PROV2297;Scotia Sea;Scotia Sea;Scotia Sea;Mar de Scotia;Scotia Sea;Scotia Sea;Scotia Sea;Scotia Sea;;;X
PROV2298;Argentine Basin;Argentine Basin;Argentine Basin;Cuenca Argentina;Argentine Basin;Argentine Basin;Argentine Basin;Argentine Basin;;;X
PROV2299;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;;;X
PROV2300;Cape Frio;Cape Frio;Cape Frio;Cabo Frio;Cape Frio;Cape Frio;Cape Frio;Cape Frio;;;X
PROV2301;Santos Plateau;Santos Plateau;Santos Plateau;Meseta de Santos;Santos Plateau;Santos Plateau;Santos Plateau;Santos Plateau;;;X
PROV2302;Coast of Nordeste;Coast of Nordeste;Coast of Nordeste;Costa de Nordeste;Coast of Nordeste;Coast of Nordeste;Coast of Nordeste;Coast of Nordeste;;;X
PROV2303;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;;;X
PROV2304;Guyana Coast;Guyana Coast;Guyana Coast;Costa del Guyana;Guyana Coast;Guyana Coast;Guyana Coast;Guyana Coast;;;X
PROV2305;Demeraro Plain;Demeraro Plain;Demeraro Plain;Cuenca Demeraro;Demeraro Plain;Demeraro Plain;Demeraro Plain;Demeraro Plain;;;X
PROV2306;Venezuelan Archipelago;Venezuelan Archipelago;Venezuelan Archipelago;Archipelago Venezolano;Venezuelan Archipelago;Venezuelan Archipelago;Venezuelan Archipelago;Venezuelan Archipelago;;;X
PROV2307;Windward Islands;Windward Islands;Windward Islands;Islass Windward;Windward Islands;Windward Islands;Windward Islands;Windward Islands;;;X
PROV2308;Northern Guiana Basin;Northern Guiana Basin;Northern Guiana Basin;Cuenca Norte de Guiana;Northern Guiana Basin;Northern Guiana Basin;Northern Guiana Basin;Northern Guiana Basin;;;X
PROV2309;Puerto Rico Trench;Puerto Rico Trench;Puerto Rico Trench;Zanja de Puerto Rico;Puerto Rico Trench;Puerto Rico Trench;Puerto Rico Trench;Puerto Rico Trench;;;X
PROV2310;Nares Plain;Nares Plain;Nares Plain;Cuenca del Nares;Nares Plain;Nares Plain;Nares Plain;Nares Plain;;;X
PROV2311;Bermuda Plateau;Bermuda Plateau;Bermuda Plateau;Meseta de las Bermudas;Bermuda Plateau;Bermuda Plateau;Bermuda Plateau;Bermuda Plateau;;;X
PROV2312;Grassy Bay;Grassy Bay;Grassy Bay;Bahia de Grassy;Grassy Bay;Grassy Bay;Grassy Bay;Grassy Bay;;;X
PROV2313;Sohm Plain;Sohm Plain;Sohm Plain;Cuenca Sohm;Sohm Plain;Sohm Plain;Sohm Plain;Sohm Plain;;;X
PROV2314;Sargasso Sea;Sargasso Sea;Sargasso Sea;Mar Sargasso;Sargasso Sea;Sargasso Sea;Sargasso Sea;Sargasso Sea;;;X
PROV2315;Blake Plateau;Blake Plateau;Blake Plateau;Meseta Blake;Blake Plateau;Blake Plateau;Blake Plateau;Blake Plateau;;;X
PROV2316;Florida Coast;Florida Coast;Florida Coast;Costa de Florida;Florida Coast;Florida Coast;Florida Coast;Florida Coast;;;X
PROV2317;Leeward Islands;Leeward Islands;Leeward Islands;Islas Leeward;Leeward Islands;Leeward Islands;Leeward Islands;Leeward Islands;;;X
PROV2318;Bermuda Rise;Bermuda Rise;Bermuda Rise;Bermuda Rise;Bermuda Rise;Bermuda Rise;Bermuda Rise;Bermuda Rise;;;X
PROV2319;South Hatteras Plain;South Hatteras Plain;South Hatteras Plain;Cuenca Sur de Hatteras;South Hatteras Plain;South Hatteras Plain;South Hatteras Plain;South Hatteras Plain;;;X
PROV2320;Bahamas Archipelago;Bahamas Archipelago;Bahamas Archipelago;Archipiélago de las Bahamas;Bahamas Archipelago;Bahamas Archipelago;Bahamas Archipelago;Bahamas Archipelago;;;X
PROV2321;Chesapeake Bay;Chesapeake Bay;Chesapeake Bay;Bahía de Chesapeake;Chesapeake Bay;Chesapeake Bay;Chesapeake Bay;Chesapeake Bay;;;X
PROV2322;Northern Hatteras Plain;Northern Hatteras Plain;Northern Hatteras Plain;Cuenca Norte de Hatteras;Northern Hatteras Plain;Northern Hatteras Plain;Northern Hatteras Plain;Northern Hatteras Plain;;;X
PROV2323;Coast of Long Island;Coast of Long Island;Coast of Long Island;Costa de Long Islasnd;Coast of Long Island;Coast of Long Island;Coast of Long Island;Coast of Long Island;;;X
PROV2324;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Golfo de St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;;;X
PROV2325;Bay of Fundy;Bay of Fundy;Bay of Fundy;Bahía de Fundy;Bay of Fundy;Bay of Fundy;Bay of Fundy;Bay of Fundy;;;X
PROV2326;Coast of Nova Scotia;Coast of Nova Scotia;Coast of Nova Scotia;Costa de Nova Scotia;Coast of Nova Scotia;Coast of Nova Scotia;Coast of Nova Scotia;Coast of Nova Scotia;;;X
PROV2327;Gulf of Maine;Gulf of Maine;Gulf of Maine;Golfo de Maine;Gulf of Maine;Gulf of Maine;Gulf of Maine;Gulf of Maine;;;X
PROV2328;East Bermuda;East Bermuda;East Bermuda;Este de Bermudas;East Bermuda;East Bermuda;East Bermuda;East Bermuda;;;X
PROV2329;Grand Banks;Grand Banks;Grand Banks;Grandes Bancos;Grand Banks;Grand Banks;Grand Banks;Grand Banks;;;X
PROV2330;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;;;X
PROV2331;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Cordillera Sur del Norte del Atlántico medio;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;;;X
PROV2332;Mid-Ocean Canyon;Mid-Ocean Canyon;Mid-Ocean Canyon;Cañón Medio-Oceánico;Mid-Ocean Canyon;Mid-Ocean Canyon;Mid-Ocean Canyon;Mid-Ocean Canyon;;;X
PROV2333;Flemish Cap;Flemish Cap;Flemish Cap;Cabo Flemish;Flemish Cap;Flemish Cap;Flemish Cap;Flemish Cap;;;X
PROV2334;Cape Race;Cape Race;Cape Race;Cabo Race;Cape Race;Cape Race;Cape Race;Cape Race;;;X
PROV2335;Newfoundland Plain;Newfoundland Plain;Newfoundland Plain;Llanura de Newfoundland;Newfoundland Plain;Newfoundland Plain;Newfoundland Plain;Newfoundland Plain;;;X
PROV2336;Apalachee Bay;Apalachee Bay;Apalachee Bay;Bahía de Apalaches;Apalachee Bay;Apalachee Bay;Apalachee Bay;Apalachee Bay;;;X
PROV2337;Florida Straits;Florida Straits;Florida Straits;Estrecho de Florida;Florida Straits;Florida Straits;Florida Straits;Florida Straits;;;X
PROV2338;Louisiana Coast;Louisiana Coast;Louisiana Coast;Costa de Luisiana;Louisiana Coast;Louisiana Coast;Louisiana Coast;Louisiana Coast;;;X
PROV2339;Yucatan Coast;Yucatan Coast;Yucatan Coast;Costa de Yucatán;Yucatan Coast;Yucatan Coast;Yucatan Coast;Yucatan Coast;;;X
PROV2340;Gulf of Mexico;Gulf of Mexico;Gulf of Mexico;Golfo de México;Gulf of Mexico;Gulf of Mexico;Gulf of Mexico;Gulf of Mexico;;;X
PROV2341;Gulf of Campeche;Gulf of Campeche;Gulf of Campeche;Golfo de Campeche;Gulf of Campeche;Gulf of Campeche;Gulf of Campeche;Gulf of Campeche;;;X
PROV2342;Gulf of Honduras;Gulf of Honduras;Gulf of Honduras;Golfo de Honduras;Gulf of Honduras;Gulf of Honduras;Gulf of Honduras;Gulf of Honduras;;;X
PROV2343;Yucatan Channel;Yucatan Channel;Yucatan Channel;Canal del Yucatán;Yucatan Channel;Yucatan Channel;Yucatan Channel;Yucatan Channel;;;X
PROV2344;Mosquito Coast;Mosquito Coast;Mosquito Coast;Costa Mosquito;Mosquito Coast;Mosquito Coast;Mosquito Coast;Mosquito Coast;;;X
PROV2345;Gulf of Mosquitoes;Gulf of Mosquitoes;Gulf of Mosquitoes;Golfo de Mosquitos;Gulf of Mosquitoes;Gulf of Mosquitoes;Gulf of Mosquitoes;Gulf of Mosquitoes;;;X
PROV2346;Jamaica Channel;Jamaica Channel;Jamaica Channel;Canal de Jamaica;Jamaica Channel;Jamaica Channel;Jamaica Channel;Jamaica Channel;;;X
PROV2347;Caribbean Sea;Caribbean Sea;Caribbean Sea;Mar Caribe;Caribbean Sea;Caribbean Sea;Caribbean Sea;Caribbean Sea;;;X
PROV2348;Gulf of Venezuela;Gulf of Venezuela;Gulf of Venezuela;Golfo de Venezuela;Gulf of Venezuela;Gulf of Venezuela;Gulf of Venezuela;Gulf of Venezuela;;;X
PROV2349;Gulf of Darien;Gulf of Darien;Gulf of Darien;Golfo de Darién;Gulf of Darien;Gulf of Darien;Gulf of Darien;Gulf of Darien;;;X
PROV2350;Gulf of Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;Golfo de Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;;;X
PROV2351;Guatemala Basin;Guatemala Basin;Guatemala Basin;Cuenca Guatemalteca;Guatemala Basin;Guatemala Basin;Guatemala Basin;Guatemala Basin;;;X
PROV2352;Panama Basin;Panama Basin;Panama Basin;Cuenca de Panamá;Panama Basin;Panama Basin;Panama Basin;Panama Basin;;;X
PROV2353;Gulf of Panama;Gulf of Panama;Gulf of Panama;Golfo de Panamá;Gulf of Panama;Gulf of Panama;Gulf of Panama;Gulf of Panama;;;X
PROV2354;Coast of Colombia;Coast of Colombia;Coast of Colombia;Costa de Colombia;Coast of Colombia;Coast of Colombia;Coast of Colombia;Coast of Colombia;;;X
PROV2355;Peruvian Coast;Peruvian Coast;Peruvian Coast;Costa Peruana;Peruvian Coast;Peruvian Coast;Peruvian Coast;Peruvian Coast;;;X
PROV2356;Peru Basin;Peru Basin;Peru Basin;Cuenca del Perú;Peru Basin;Peru Basin;Peru Basin;Peru Basin;;;X
PROV2357;Chile Rise;Chile Rise;Chile Rise;Pico Chile ;Chile Rise;Chile Rise;Chile Rise;Chile Rise;;;X
PROV2358;Atacama Trench;Atacama Trench;Atacama Trench;Zanaja de Atacama;Atacama Trench;Atacama Trench;Atacama Trench;Atacama Trench;;;X
PROV2359;South Chilean Coast;South Chilean Coast;South Chilean Coast;Costa Sur Chilena;South Chilean Coast;South Chilean Coast;South Chilean Coast;South Chilean Coast;;;X
PROV2360;Nazca Ridge;Nazca Ridge;Nazca Ridge;Nazca Ridge;Nazca Ridge;Nazca Ridge;Nazca Ridge;Nazca Ridge;;;X
PROV2361;Chile Basin;Chile Basin;Chile Basin;Cuenca de Chile;Chile Basin;Chile Basin;Chile Basin;Chile Basin;;;X
PROV2362;East Eltanin Fracture Zone;East Eltanin Fracture Zone;East Eltanin Fracture Zone;Grieta Este de Eltanin;East Eltanin Fracture Zone;East Eltanin Fracture Zone;East Eltanin Fracture Zone;East Eltanin Fracture Zone;;;X
PROV2363;Northwest Humboldt Plain;Northwest Humboldt Plain;Northwest Humboldt Plain;Llanura Noroeste de Humboldt;Northwest Humboldt Plain;Northwest Humboldt Plain;Northwest Humboldt Plain;Northwest Humboldt Plain;;;X
PROV2364;South Nazea Ridge;South Nazea Ridge;South Nazea Ridge;Cordillera del Sur de Nazea ;South Nazea Ridge;South Nazea Ridge;South Nazea Ridge;South Nazea Ridge;;;X
PROV2365;West Challenger Fracture Zone;West Challenger Fracture Zone;West Challenger Fracture Zone;Grieta West Challenger;West Challenger Fracture Zone;West Challenger Fracture Zone;West Challenger Fracture Zone;West Challenger Fracture Zone;;;X
PROV2366;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Grieta Central Challenger;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Central Challenger Fracture Zone;;;X
PROV2367;East Challenger Fracture Zone;East Challenger Fracture Zone;East Challenger Fracture Zone;Grieta Challenger Oriental;East Challenger Fracture Zone;East Challenger Fracture Zone;East Challenger Fracture Zone;East Challenger Fracture Zone;;;X
PROV2368;Colon Ridge;Colon Ridge;Colon Ridge;Cordillera Colon;Colon Ridge;Colon Ridge;Colon Ridge;Colon Ridge;;;X
PROV2369;Peru Basin;Peru Basin;Peru Basin;Perú Basin;Peru Basin;Peru Basin;Peru Basin;Peru Basin;;;X
PROV2370;East Easter Fracture Zone;East Easter Fracture Zone;East Easter Fracture Zone;Grieta del Este Oriental;East Easter Fracture Zone;East Easter Fracture Zone;East Easter Fracture Zone;East Easter Fracture Zone;;;X
PROV2371;East Marquesas Fracture Zone;East Marquesas Fracture Zone;East Marquesas Fracture Zone;Grieta del Este de Marquesas;East Marquesas Fracture Zone;East Marquesas Fracture Zone;East Marquesas Fracture Zone;East Marquesas Fracture Zone;;;X
PROV2372;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Grieta del Centro de Marquesas;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;;;X
PROV2373;West Marquesas Fracture Zone;West Marquesas Fracture Zone;West Marquesas Fracture Zone;Grieta del Oeste Oriental;West Marquesas Fracture Zone;West Marquesas Fracture Zone;West Marquesas Fracture Zone;West Marquesas Fracture Zone;;;X
PROV2374;Northeast Pacific Basin;Northeast Pacific Basin;Northeast Pacific Basin;Cuenca del Pacifica Noreste;Northeast Pacific Basin;Northeast Pacific Basin;Northeast Pacific Basin;Northeast Pacific Basin;;;X
PROV2375;Clipperton Fracture Zone;Clipperton Fracture Zone;Clipperton Fracture Zone;Grieta de Clipperton;Clipperton Fracture Zone;Clipperton Fracture Zone;Clipperton Fracture Zone;Clipperton Fracture Zone;;;X
PROV2376;West Clipperton Fracture Zone;West Clipperton Fracture Zone;West Clipperton Fracture Zone;Grieta del Oeste de Clipperton;West Clipperton Fracture Zone;West Clipperton Fracture Zone;West Clipperton Fracture Zone;West Clipperton Fracture Zone;;;X
PROV2377;Galapagos Fracture Zone;Galapagos Fracture Zone;Galapagos Fracture Zone;Grieta de Galápagos;Galapagos Fracture Zone;Galapagos Fracture Zone;Galapagos Fracture Zone;Galapagos Fracture Zone;;;X
PROV2378;Eastern Pacific Plateau;Eastern Pacific Plateau;Eastern Pacific Plateau;Meseta del Pacifico Oriental;Eastern Pacific Plateau;Eastern Pacific Plateau;Eastern Pacific Plateau;Eastern Pacific Plateau;;;X
PROV2379;Mendocino Fracture Zone;Mendocino Fracture Zone;Mendocino Fracture Zone;Grieta de Mendocino;Mendocino Fracture Zone;Mendocino Fracture Zone;Mendocino Fracture Zone;Mendocino Fracture Zone;;;X
PROV2380;Clarion Fracture Zone;Clarion Fracture Zone;Clarion Fracture Zone;Grieta de Clarión;Clarion Fracture Zone;Clarion Fracture Zone;Clarion Fracture Zone;Clarion Fracture Zone;;;X
PROV2381;East Menocino Fracture Zone;East Menocino Fracture Zone;East Menocino Fracture Zone;Grieta del Este de Menocino ;East Menocino Fracture Zone;East Menocino Fracture Zone;East Menocino Fracture Zone;East Menocino Fracture Zone;;;X
PROV2382;Molokai Fracture Zone;Molokai Fracture Zone;Molokai Fracture Zone;Grieta de Molokai;Molokai Fracture Zone;Molokai Fracture Zone;Molokai Fracture Zone;Molokai Fracture Zone;;;X
PROV2383;Kahuku Point;Kahuku Point;Kahuku Point;Punto Kahuku;Kahuku Point;Kahuku Point;Kahuku Point;Kahuku Point;;;X
PROV2384;Gulf of California;Gulf of California;Gulf of California;Golfo de California;Gulf of California;Gulf of California;Gulf of California;Gulf of California;;;X
PROV2385;Mexican Pacific Coast;Mexican Pacific Coast;Mexican Pacific Coast;Costa del Pacifico Mexicano;Mexican Pacific Coast;Mexican Pacific Coast;Mexican Pacific Coast;Mexican Pacific Coast;;;X
PROV2386;Alijos Rocks;Alijos Rocks;Alijos Rocks;Montañas Alijos;Alijos Rocks;Alijos Rocks;Alijos Rocks;Alijos Rocks;;;X
PROV2387;Middle America Trench;Middle America Trench;Middle America Trench;Zanja del Centro de América;Middle America Trench;Middle America Trench;Middle America Trench;Middle America Trench;;;X
PROV2388;Oregon Coast;Oregon Coast;Oregon Coast;Costa de Oregón;Oregon Coast;Oregon Coast;Oregon Coast;Oregon Coast;;;X
PROV2389;California Coast;California Coast;California Coast;Costa de California;California Coast;California Coast;California Coast;California Coast;;;X
